ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Comment,LGR
a12,Te tai toahi.,tee	tai	to-	ha	-hi,2PL.S	be_ahead	CH-	AUX	-IMP.F,"""You go on ahead.""",,WORD_ALIGNED
a13,"Kona te baro nibeya, ati nematamonaka.",kona	tee	baro	na	-be	-ya	ati	na	-himata	-mona	-ka,plant.sp(M)	2PL.S	beat	AUX	-IMMED.F	-now	say	AUX	-FP.N.M	-REP.M	-DECL.M,"""You beat kona,"" he said.",,WORD_ALIGNED
a14,Te tai toa.,tee	tai	to-	ha,2PL.S	be_ahead	CH-	AUX,"""You go on ahead.""",,WORD_ALIGNED
a15,"Kona ewene te kakiba, na.",kona	ewene	tee	ka-	iba	na,plant.sp(M)	wood.M	2PL.S	COMIT-	set_down.LIST	AUX,"""You put the poles for kona on the ground, too.""",,WORD_ALIGNED
a16,Okomakebana o.,o-	ka	-make	-habana	o,1SG.S-	go	-following	-FUT.F	1SG.S,"""I will come later.""",,WORD_ALIGNED
a17,Sina hisi omate sina.,sina	hisi	o-	-mate	sina,snuff(F)	sniff	1SG.S-	-short_time.IMP.F	snuff(F),"""I'm going to take snuff now.""",,WORD_ALIGNED
a18,"Sina hisi ne, faya sina hisi ne, mi nebona tokematamonaka.",sina	hisi	ne	faya	sina	hisi	ne	mii	na	-hibona	to-	ka	-himata	-mona	-ka,snuff(F)	sniff	AUX.M	so	snuff(F)	sniff	AUX.M	defecate	AUX	-INT.M	away-	go	-FP.N.M	-REP.M	-DECL.M,He took snuff. He went to defecate.,,WORD_ALIGNED
a19,"Toke, toke mi towiti, kame kobo name, Kona ota baro namate.",to-	ke	to-	ke	mii	to-	-witi	ka	-me	kobo	na	-me	kona	otaa	baro	na	-mate,away-	go.M	away-	go.M	defecate	away-	-out.M	come	-back.M	arrive	AUX	-back.M	plant.sp(M)	1EX.S	beat	AUX	-short_time.IMP.F,"He went. He went and defecated. He came back and arrived. '""We are going to beat kona for a while.""",,WORD_ALIGNED
a20,Kona ota baro namateya.,kona	otaa	baro	na	-mate	-ya,plant.sp(M)	1EX.S	beat	AUX	-short_time.IMP.F	-now,"""We're going to beat kona for a while.""",,WORD_ALIGNED
a21,Kamakimatamonaka.,ka	-maki	-himata	-mona	-ka,come	-following	-FP.N.M	-REP.M	-DECL.M,He came to the others.,,WORD_ALIGNED
a22,"Kamaki, noko mawa kanematamonaka ahi, ate ya.",ka	-maki	noko	mawa	ka-	na	-himata	-mona	-ka	ahi	atehe	ya,come	-following.M	face.M	paint_red	COMIT-	AUX	-FP.N.M	-REP.M	-DECL.M	then	annatto(F)	ADJU,He came. He had painted his face red with annatto.,,WORD_ALIGNED
a23,Ate ya noko mawa kanematamonaka.,atehe	ya	noko	mawa	ka-	na	-himata	-mona	-ka,annatto(F)	ADJU	face.M	paint_red	COMIT-	AUX	-FP.N.M	-REP.M	-DECL.M,He had painted his face red with annatto.,,WORD_ALIGNED
a24,"Noko mawa kane kamaki, Faira?",noko	mawa	ka-	ne	ka	-maki	fahi	-ra,face.M	paint_red	COMIT-	AUX.M	come	-following.M	that	-NPQ,"He painted his face red and came. ""Well?""",,WORD_ALIGNED
a25,Tani te iti; ati nematamonaka.,tani	tee	iti	ati	na	-himata	-mona	-ka,song_about	2PL.S	begin	say	AUX	-FP.N.M	-REP.M	-DECL.M,"""Have you begun the kona song?"" he said.",,WORD_ALIGNED
a26,Tani ota itikara.,tani	otaa	iti	-ka	-ra,song_about	1EX.S	begin	-DECL.M	-NEG.M,"""We haven't begun the kona song.""",,WORD_ALIGNED
a27,Me ki hine awane.,me	kii	hi-	ne	awa	-ne,3PL.S	look_at	OC-	AUX.M	seem.M	-BKG.M,"""They are taking a long time.""",,WORD_ALIGNED
a28,Te bere kanahi.,tee	bere	ka-	na	-hi,2PL.S	be_in_a_line	COMIT-	AUX	-IMP.F,"""Sit in rows.""",,WORD_ALIGNED
a29,Me bere kanemetemone ahi.,me	bere	ka-	na	-hemete	-mone	ahi,3PL.S	be_in_a_line	COMIT-	AUX	-FP.N.F	-REP.F	then,They sat in rows.,,WORD_ALIGNED
a30,"Ha me kaya kana ha me kaya kana nemetemoneke, kona kona tani me, itihibanoho.",haa	me	kaya	ka-	na	haa	me	kaya	ka-	na	na	-hemete	-mone	-ke	kona	kona	tani	me	iti	-hiba	-no	-ho,DEM	3PL.S	be_on_one_side	COMIT-	AUX.LIST	DEM	3PL.S	be_on_one_side	COMIT-	AUX.LIST	AUX	-FP.N.F	-REP.F	-DECL.F	plant.sp(M)	plant.sp(M)	song_about	3PL	begin	-FUT.M	-IP.N.M	-DUP,"One group sat on one side, and the other group sat on the other side, and he started the kona song.",The last occurrence of me is a mistake.,WORD_ALIGNED
a31,Itaririsematamonaka ahi.,ita	-ri	-risa	-himata	-mona	-ka	ahi,sit	-raised_surface	-down	-FP.N.M	-REP.M	-DECL.M	then,He sat down on a pole.,,WORD_ALIGNED
a32,"Itaririse, itaririsematamona.",ita	-ri	-rise	ita	-ri	-risa	-himata	-mona,sit	-raised_surface	-down.M	sit	-raised_surface	-down	-FP.N.M	-REP.M,He sat down. He sat down.,,WORD_ALIGNED
a33,"Itaririse, awa itimatamonaka ahi, kona babarobonaha.",ita	-ri	-rise	awa	iti	-himata	-mona	-ka	ahi	kona	babaro	-bona	-ha,sit	-raised_surface	-down.M	wood(F)	pick_up	-FP.N.M	-REP.M	-DECL.M	then	plant.sp(M)	thing_for_beating	-INT.M	-DUP,"He sat down and grabbed a stick, to beat the kona with.",,WORD_ALIGNED
a34,Awa itimatamona ahi.,awa	iti	-himata	-mona	ahi,wood(F)	pick_up	-FP.N.M	-REP.M	then,He grabbed a stick.,,WORD_ALIGNED
a35,Teioo ati nematamonaka ahi.,teioo	ati	na	-himata	-mona	-ka	ahi,(sound_of_hitting_on_wood)	say	AUX	-FP.N.M	-REP.M	-DECL.M	then,"""Teioo"" he went.",,WORD_ALIGNED
a36,"Teioo ati ne ee, E Onira itimatamonane, kona tani.",teioo	ati	ne	ee	Ee_Onira	iti	-himata	-mona	-ne	kona	tani,(sound_of_hitting_on_wood)	say	AUX.M	(pause)	Ee_Onira(F)	begin	-FP.N.M	-REP.M	-BKG.M	plant.sp(M)	song_about,"""Teioo"" he went. He started the E Onira, the kona song.",,WORD_ALIGNED
a37,Kona tani itimatamonaka ahi.,kona	tani	iti	-himata	-mona	-ka	ahi,plant.sp(M)	song_about	begin	-FP.N.M	-REP.M	-DECL.M	then,He started the kona song.,,WORD_ALIGNED
a38,"Okasima, okasima, aba, aba sitakari iti, okasima watomonerani ha, monerani ha ati nematamonane.",okasima	okasima	aba	aba	sitakari	iti	okasima	wato	-mone	-rani	haa	mone	-rani	haa	ati	na	-himata	-mona	-ne,my_younger_sister(F)	my_younger_sister(F)	fish(M)	fish(M)	gall_bladder	take_out.NFIN	my_younger_sister(F)	know	-REP.F	-?	DEM	REP.F	-?	DEM	say	AUX	-FP.N.M	-REP.M	-BKG.M,"""My younger sister doesn't know how to take out fish gall bladder,"" he said.",,WORD_ALIGNED
a39,"Okasima, okasima, aba sitakari iti, okasima watomonerani ha, monerani ha ati nematamonaka ahi, kona tani itihari.",okasima	okasima	aba	sitakari	iti.NFIN	okasima	wato	-mone	-rani	haa	mone	-rani	haa	ati	na	-himata	-mona	-ka	ahi	kona	tani	iti	-haari,my_younger_sister(F)	my_younger_sister(F)	fish(M)	gall_bladder	take_out	my_younger_sister(F)	know	-REP.F	-?	DEM	REP.F	-?	DEM	say	AUX	-FP.N.M	-REP.M	-DECL.M	then	plant.sp(M)	song_about	begin	-IP.E.M,"""My younger sister doesn't know how to take out fish gall bladder,"" he said, singing the kona song.",,WORD_ALIGNED
a40,"E Onira me hiri na me, hiri nemetemoneke ahi.",Ee_Onira	me	hiri	na	me	hiri	na	-hemete	-mone	-ke	ahi,Ee_Onira(F)	3PL.S	sing	AUX.F	3PL.S	sing	AUX	-FP.N.F	-REP.F	-DECL.F	then,The sang the E Onira.,,WORD_ALIGNED
a41,"Baro baro baro baro baro baro baro me, me yowaba nemetemone ahi, okobi me ati toamaroke.",baro	baro	baro	baro	baro	baro	baro	me	me	yowaba	na	-hemete	-mone	ahi	okobi	me	ati	to-	ha	-hamaro	-ke,(sound_of_beating)	(sound_of_beating)	(sound_of_beating)	(sound_of_beating)	(sound_of_beating)	(sound_of_beating)	(sound_of_beating)	3PL	3PL.S	be_in_a_line	AUX	-FP.N.F	-REP.F	then	my_father(M)	3PL.S	say	CH-	AUX	-FP.E.F	-DECL.F,"""Baro, baro."" They were in lines, my father and the others used to say.",,WORD_ALIGNED
a42,E Onira saihemetemone amake ahi.,Ee_Onira	sai	-hemete	-mone	ama	-ke	ahi,Ee_Onira(F)	be_heard	-FP.N.F	-REP.F	SEC	-DECL.F	then,The E Onira could be heard.,,WORD_ALIGNED
a43,"Me mowimowi kana nemetemoneke, kona me baro na mati ahi.",me	mowi-	mowi	ka-	na	na	-hemete	-mone	-ke	kona	me	baro	na	mati	ahi,3PL.S	DUP-	bend	COMIT-	AUX	AUX	-FP.N.F	-REP.F	-DECL.F	plant.sp(M)	3PL.S	beat	AUX.F	3PL.S	then,They kept bending their heads down as they beat the kona.,,WORD_ALIGNED
a44,"E Onira itihiba, kamaki E Onira ki nematamona.",Ee_Onira	iti	-hiba	ka	-maki	Ee_Onira	kii	na	-himata	-mona,Ee_Onira(F)	begin	-FUT.M	come	-following.M	Ee_Onira(F)	start_suddenly	AUX	-FP.N.M	-REP.M,"He came to start the E Onira, and all of a sudden he started the E Onira.",,WORD_ALIGNED
a45,"Ota, e ka yama wasini amaremetemone.",otaa	ee	ka	yama	wasi	-ni	ama	-ra	-hemete	-mone,1EX	1IN	POSS	thing(F)	be_composed.NFIN	-IP.N.F	be	-NEG	-FP.N.F	-REP.F,"""Our people never sang this song a long time ago.""",,WORD_ALIGNED
a46,"E ka yama wasini amari, amarimetemone, me ati ninetini, ati nematamona.",ee	ka	yama	wasi	-ni	ama	-ri	ama	-ri	-mete	-mone	me	ati	na	-ne	-ti	-ni	ati	na	-himata	-mona,1IN	POSS	thing(F)	be_composed.NFIN	-IP.N.F	be	-NEG.NOM.F	be	-NEG.NOM.F	-FP.N.F	-REP.F	3PL.S	say	AUX	-CONT.F	-HAB.NOM	-IP.N.F	say	AUX	-FP.N.M	-REP.M,"""Our people never sang this song a long time ago,"" he said.",,WORD_ALIGNED
a47,"E ka yama wasini, e ka yama wasini amaremetemone, metemonehe, ati nematamonaka.",ee	ka	yama	wasi	-ni	ee	ka	yama	wasi	-ni	ama	-ra	-hemete	-mone	mete	-mone	-he	ati	na	-himata	-mona	-ka,1IN	POSS	thing(F)	be_composed.NFIN	-IP.N.F	1IN	POSS	thing(F)	be_composed.NFIN	-IP.N.F	be	-NEG	-FP.N.F	-REP.F	FP.N.F	-REP.F	-DUP	say	AUX	-FP.N.M	-REP.M	-DECL.M,"""Our people never sang this song a long time ago,"" he said.'",,WORD_ALIGNED
a48,"E ka yama wasini amarametemonera e yetene baro tokini, baro tokini ati nematamonaka ahi.",ee	ka	yama	wasi	-ni	ama	-ra	-mete	-mone	-ra	ee_yetene	baro	to-	ka-	-ni	baro	to-	ka-	-ni	ati	na	-himata	-mona	-ka	ahi,1IN	POSS	thing(F)	be_composed.NFIN	-IP.N.F	be	-NEG	-FP.N.F	-REP.F	-NEG	our_teenage_boys	beat	CH-	COMIT-	-BKG.F	beat	CH-	COMIT-	-BKG.F	say	AUX	-FP.N.M	-REP.M	-DECL.M	then,"""Our adolescent boys are beating to the song that our people never sang a long time ago,"" he said.",,WORD_ALIGNED
a49,Me hiwatoaba amake.,me	hi-	wato	-haba	ama	-ke,3PL.S	OC-	know	-FUT.F	SEC	-DECL.F,"""They will learn it.""",,WORD_ALIGNED
a50,"Baro baro baro baro baro baro baro, kona tanimatamona kona.",baro	baro	baro	baro	baro	baro	baro	kona	tani	-mata	-mona	kona,(sound_of_beating)	(sound_of_beating)	(sound_of_beating)	(sound_of_beating)	(sound_of_beating)	(sound_of_beating)	(sound_of_beating)	plant.sp(M)	song_about	-FP.N.M	-REP.M	plant.sp(M),"""Baro, baro."" It was the kona song.",,WORD_ALIGNED
a51,Kona me kona me baro nemetemoneke.,kona	me	kona	me	baro	na	-hemete	-mone	-ke,plant.sp(M)	3PL	plant.sp(M)	3PL.S	beat	AUX	-FP.N.F	-REP.F	-DECL.F,They beat the kona.,,WORD_ALIGNED
a52,"Kona me baro na me, E Onira hiri nematamonaka ahi, kona tani hiri nari ahi.",kona	me	baro	na	me	Ee_Onira	hiri	na	-himata	-mona	-ka	ahi	kona	tani	hiri	na	-haari	ahi,plant.sp(M)	3PL.S	beat	AUX.F	3PL.S	Ee_Onira(F)	sing	AUX	-FP.N.M	-REP.M	-DECL.M	then	plant.sp(M)	song_about	sing	AUX	-IP.E.M	then,"As they beat the kona, he sang the E Onira, the kona song.",,WORD_ALIGNED
a53,Tani hiri hinehimatamona.,tani	hiri	hi-	na	-himata	-mona,song_about	sing	OC-	AUX	-FP.N.M	-REP.M,He sang the bahama song.,,WORD_ALIGNED
a54,Bahama amane bahama.,bahama	ama	-ne	bahama,fish.sp(M)	be	-BKG.M	fish.sp(M),It was the bahama fish.,,WORD_ALIGNED
a55,"Yawa atimonehe ya, yawa atimonehe ya, aba bahama ati ihihimonarani ha, monarani ha, ati nematamonane.",yawa	ati	-mone	-he	ya	yawa	ati	-mone	-he	ya	aba	bahama	ati	ihihi	-mona	-rani	haa	mona	-rani	haa	ati	na	-himata	-mona	-ne,enemies(F)	voice	-REP.F	-DUP	ADJU	enemies(F)	voice	-REP.F	-DUP	ADJU	fish(M)	fish.sp(M)	voice	talk	-REP.M	-?	DEM	REP.M	-?	DEM	say	AUX	-FP.N.M	-REP.M	-BKG.M,"""When the bahama fish hear the enemy Indians, they 'talk',"" he said.",,WORD_ALIGNED
a56,Kona me baro tokanametemone E Onira ya.,kona	me	baro	to-	ka-	na	-hemete	-mone	Ee_Onira	ya,plant.sp(M)	3PL.S	beat	CH-	COMIT-	AUX	-FP.N.F	-REP.F	Ee_Onira(F)	ADJU,"They beat the kona really fast, by the E Onira.",,WORD_ALIGNED
a57,"E Onira ya kona me baro nemetemoneke, kona.",Ee_Onira	ya	kona	me	baro	na	-hemete	-mone	-ke	kona,Ee_Onira(F)	ADJU	plant.sp(M)	3PL.S	beat	AUX	-FP.N.F	-REP.F	-DECL.F	plant.sp(M),They beat the kona by the E Onira.,,WORD_ALIGNED
a58,"Aba bahama bono kone sawaro nawi ni, nawi ni, ati nematamonaka ahi.",aba	bahama	bono	kone	sawa	-ro	na	-wi	ni	na	-wi	ni	ati	na	-himata	-mona	-ka	ahi,fish(M)	fish.sp(M)	snout.M	hair	be_white.M	-without_stopping	AUX	-steadily	AUX.NFIN	AUX	-steadily	AUX.NFIN	say	AUX	-FP.N.M	-REP.M	-DECL.M	then,"""The bahama has a white moustache,"" he said.",,WORD_ALIGNED
a59,"E Onira siba nematamona, okobi na hiehimari ama.",Ee_Onira	siba	na	-himata	-mona	okobi	na	hi-	ha	-himari	ama,Ee_Onira(F)	look_for	AUX	-FP.N.M	-REP.M	my_father(M)	say	OC-	AUX	-FP.E.M	SEC,"He composed the E Onira, my father always said.",,WORD_ALIGNED
a60,Ee toemata.,e-	ee	to-	ha	-himata,DUP-	be_similar	CH-	AUX	-FP.N.M,That's what he was like.,,WORD_ALIGNED
a61,"Noko mawa kanikima kane iso witi fiya tokomisa kane ahi, hete tonahari.",noko	mawa	kanikima	ka-	ne	iso	witi	fiya	to-	ka-	-misa	ka-	ne	ahi	hete	to-	na	-haari,face.M	paint_red	scattered	COMIT-	AUX.M	leg.M	edge	pass	away-	COMIT-	-up	COMIT-	AUX.M	then	stick.in	CH-	AUX	-IP.E.M,"He had painted his face red, and his knees went up over his head, and he was between two others.",,WORD_ALIGNED
a62,"Me mowimowi kana nemetemoneke ahi, kona me baro na mati.",me	mowi-	mowi	ka-	na	na	-hemete	-mone	-ke	ahi	kona	me	baro	na	mati,3PL.S	DUP-	bend	COMIT-	AUX	AUX	-FP.N.F	-REP.F	-DECL.F	then	plant.sp(M)	3PL.S	beat	AUX.F	3PL.S,They kept moving their heads up and down as they beat the kona.,,WORD_ALIGNED
a63,Tani watatere amaka hari.,tani	wata	-tee	-re	ama	-ka	haari,song_about	exist	-HAB	-NEG.M	SEC	-DECL.M	that_one.M,The bahama song didn't exist before.,,WORD_ALIGNED
a64,Kona tani watatere amaka.,kona	tani	wata	-tee	-re	ama	-ka,plant.sp(M)	song_about	exist	-HAB	-NEG.M	SEC	-DECL.M,The kona song didn't exist before.,,WORD_ALIGNED
a65,Itiwa tohitimatamonaka ahi.,iti	-waha	to-	-hiti	-himata	-mona	-ka	ahi,begin	-change	CH-	-along_the_way	-FP.N.M	-REP.M	-DECL.M	then,He started another right after that one.,,WORD_ALIGNED
a66,"Aba, aba tawi, yawa ka serima baki ya, aba tawi kote tawi monarani ha, monarani ha, ati nematamonane.",aba	aba	tawi	yawa	ka	serima	baki	ya	aba	tawi	kote	tawi	mona	-rani	haa	mona	-rani	haa	ati	na	-himata	-mona	-ne,fish(M)	fish(M)	fish.sp(F)	enemies(F)	POSS	fish_wier(F)	inside_surface.F	ADJU	fish(M)	fish.sp(F)	piece	spin	REP.M	-?	DEM	REP.M	-?	DEM	say	AUX	-FP.N.M	-REP.M	-BKG.M,"""A piece of a tawi fish goes around and around at the enemies' fish wier,"" he said.",,WORD_ALIGNED
a67,"E Onira, E Onira, ati nematamonaka ahi.",Ee_Onira	Ee_Onira	ati	na	-himata	-mona	-ka	ahi,Ee_Onira(F)	Ee_Onira(F)	say	AUX	-FP.N.M	-REP.M	-DECL.M	then,"""E Onira, E Onira,"" he said.",,WORD_ALIGNED
a68,Me yaka hikimetemone yaki me weyeri na mati ahi.,me	yaka	hi-	ka-	ni	-mete	-mone	yaki	me	weye	-ri	na	mati	ahi,3PL.S	walk	OC-	COMIT-	AUX.NOM.F	-FP.N.F	-REP.F	headdress(M)	3PL.S	carry	-DISTR	AUX.F	3PL.S	then,"They walked around to it, wearing toucan feather ornaments.",,WORD_ALIGNED
a69,Me ayakemetemoneke ahi kona tani me hiri na mati ahi.,me	ayaka	-hemete	-mone	-ke	ahi	kona	tani	me	hiri	na	mati	ahi,3PL.S	sing	-FP.N.F	-REP.F	-DECL.F	then	plant.sp(M)	song_about	3PL.S	sing	AUX.F	3PL.S	then,"They sang, singing the kona song.",,WORD_ALIGNED
a70,"Yawa ka yama, yawa ka yama komemonehe ya, aba wasa yama wiso monarani ha, monarani ha, ati nematamonane, wasa tani hiri nari, fara me hiwasiemete, fara me hikanawanemete, hirihiri toemete.",yawa	ka	yama	yawa	ka	yama	kome	-mone	-he	ya	aba	wasa	yama	wiso	mona	-rani	haa	mona	-rani	haa	ati	na	-himata	-mona	-ne	wasa	tani	hiri	na	-haari	fara	me	hi-	wasi	-hemete	fara	me	hi-	kanawana	-hemete	hiri-	hiri	to-	ha	-hemete,enemies(F)	POSS	thing(F)	enemies(F)	POSS	thing(F)	fever.F	-REP.F	-DUP	ADJU	fish(M)	fish.sp(M)	thing(F)	blow	REP.M	-?	DEM	REP.M	-?	DEM	say	AUX	-FP.N.M	-REP.M	-BKG.M	fish.sp(M)	song_about	sing	AUX	-IP.E.M	same.F	3PL.S	OC-	compose	-FP.N.F	same.F	3PL.S	OC-	teach	-FP.N.F	DUP-	sing	CH-	AUX	-FP.N.F,"""The wasa fish blows to keep the fever of the enemy Indians away,"" he said, singing the kona song, which they had composed and taught.",,WORD_ALIGNED
a71,"Mimita ohemete okobi hihiri hiamaro, hiri one o.",mi-	mita	o-	ha	-hemete	okobi	hi-	hiri	hi-	ha	-hamaro	hiri	o-	-ne	o,DUP-	hear	1SG.S-	AUX	-FP.N.F	my_father(M)	DUP-	sing	OC-	AUX	-FP.E.F	say	1SG.S-	-CONT.F	1SG.S,I am telling what I heard my father say long ago.,,WORD_ALIGNED
a72,Ati itiwa hitiemetemoneke ahi.,ati	iti	-waha	hi-	-hiti	-hemete	-mone	-ke	ahi,voice	begin	-change	OC-	-along_the_way	-FP.N.F	-REP.F	-DECL.F	then,He started another right after that one.,,WORD_ALIGNED
a73,"Yawa ka serima baki ya, aba, aba base te kanama, te kanama ati nematamonaka.",yawa	ka	serima	baki	ya	aba	aba	base	tee	ka-	na	-ma	tee	ka-	na	-ma	ati	na	-himata	-mona	-ka,enemies(F)	POSS	fish_wier(F)	inside_surface.F	ADJU	fish(M)	fish(M)	pacu.sp(F)	bend_over	COMIT-	AUX	-back.F	bend_over	COMIT-	AUX	-back.F	say	AUX	-FP.N.M	-REP.M	-DECL.M,"""The base fish turns its anus up at the enemy Indians' fish wier,"" he said.",,WORD_ALIGNED
a74,Me wara kanikima hinemetemoneke ahi.,me	wara	kanikima	hi-	na	-hemete	-mone	-ke	ahi,3PL.S	grab	scattered	OC-	AUX	-FP.N.F	-REP.F	-DECL.F	then,They took turns.,,WORD_ALIGNED
a75,"Me wara kanikima hina me, bara ihawakani hinemetemoneke ahi, bani me tani, aba me tani.",me	wara	kanikima	hi-	na	me	bara	iha	-waha	-kani	hi-	na	-hemete	-mone	-ke	ahi	bani	me	tani	aba	me	tani,3PL.S	grab	scattered	OC-	AUX.F	3PL	other.F	put	-change	-one_at_a_time	OC-	AUX	-FP.N.F	-REP.F	-DECL.F	then	animal(M)	3PL.POSS	song_about	fish(M)	3PL.POSS	song_about,They took turns starting other songs about animals and fish.,,WORD_ALIGNED
a76,"Aba bani, bani wisi ati sisibararamonarani ha, monarani ha.",aba	bani	bani	wisi	ati	sisibarara	-mona	-rani	haa	mona	-rani	haa,fish(M)	animal(M)	animal(M)	tamarin	voice	(call_of_wisi_tamarin)	-REP.M	-?	DEM	REP.M	-?	DEM,"""The wisi goes, 'Sisibarara.'""",,WORD_ALIGNED
a77,"Awa sawa, awa sawa ino batori ya, bani wisi ati sisibararamonarani ha, monarani ha ati nematamonaka.",awa_sawa	awa_sawa	ino	batori	ya	bani	wisi	ati	sisibarara	-mona	-rani	haa	mona	-rani	haa	ati	na	-himata	-mona	-ka,tree.sp(M)	tree.sp(M)	branch.M	junction	ADJU	animal(M)	tamarin	voice	(call_of_wisi_tamarin)	-REP.M	-?	DEM	REP.M	-?	DEM	say	AUX	-FP.N.M	-REP.M	-DECL.M,"""The wisi goes, 'Sisibarara,' on the fork in the awa sawa tree,"" he said.",,WORD_ALIGNED
a78,"Ee toemata, kiso tani itikiwakabote.",e-	ee	to-	ha	-himata	kiso	tani	iti	-ki	-waha	-kabote,DUP-	be_similar	CH-	AUX	-FP.N.M	white-fronted_capuchin(F)	song_about	begin	-coming	-change	-quickly,That's what he was like. He started the kiso song right away.,,WORD_ALIGNED
a79,"Bani kiso, bani kiso naba koro, bani kiso naba koro ati haomonerani ha, monerani ha ati nematamonaka ahi.",bani	kiso	bani	kiso	naba_koro	bani	kiso	naba_koro	ati	hao	-mone	-rani	haa	mone	-rani	haa	ati	na	-himata	-mona	-ka	ahi,animal(M)	white-fronted_capuchin(F)	animal(M)	white-fronted_capuchin(F)	pregnant	animal(M)	white-fronted_capuchin(F)	pregnant	voice	(call_of_white-fronted capuchin)	-REP.F	-?	DEM	REP.F	-?	DEM	say	AUX	-FP.N.M	-REP.M	-DECL.M	then,"""The pregnant kiso capuchin says, 'Hao,'"" he said.",,WORD_ALIGNED
a80,"Bani bani kiso, naba koro ati haomonerani ha, monerani ha.",bani	bani	kiso	naba_koro	ati	hao	-mone	-rani	haa	mone	-rani	haa,animal(M)	animal(M)	white-fronted_capuchin(F)	pregnant	voice	(call_of_white-fronted capuchin)	-REP.F	-?	DEM	REP.F	-?	DEM,"""The pregnant kiso capuchin says, 'Hao.'""",,WORD_ALIGNED
