ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Comment,LGR
a18,"Nakiri hima hinaha nakiri, me sawiha me sawihemetemoneke.",nakiri	hima	hi-	naha	nakiri	me	sawiha	me	sawi	-hemete	-mone	-ke,3SG.POSS.brother's_wife(F)	call_to_go	OC-	AUX.F	3SG.POSS.brother's_wife(F)	3PL.S	be_present.F	3PL.S	be_present	-FP.N.F	-REP.F	-DECL.F,"Her sister-in-law called her, and they went.",,WORD_ALIGNED
a19,Me toka me tokemetemoneke.,me	to-	ka	me	to-	ka	-hemete	-mone	-ke,3PL.S	away-	go.F	3PL.S	away-	go	-FP.N.F	-REP.F	-DECL.F,They went out into the forest.,,WORD_ALIGNED
a20,Me tokomakemetemoneke.,me	to-	ka	-make	-hemete	-mone	-ke,3PL.S	away-	go	-following	-FP.N.F	-REP.F	-DECL.F,They went.,,WORD_ALIGNED
a21,"Me tokomake me, me tokomake me, me tokomake bihi me hose nemetemoneke.",me	to-	ka	-make	me	me	to-	ka	-make	me	me	to-	ka	-make	bihi	me	hose	na	-hemete	-mone	-ke,3PL.S	away-	go	-following	3PL.S	3PL.S	away-	go	-following	3PL.S	3PL.S	away-	go	-following	palm.sp(F)	3PL.S	pull_out	AUX	-FP.N.F	-REP.F	-DECL.F,They went. They picked bihi leaves.,,WORD_ALIGNED
a22,"Bi me hose namahite bi me hose ni kama, bi me hose namakia, bi boni, bi boni watawa toaha, watawa, watawa wasiha watawa, watawa ti nakosemetemoneke.",bihi	me	hose	na	-ma	-hite	bihi	me	hose	ni	ka	-ma	bihi	me	hose	na	-makia	bihi	boni	bihi	boni	watawa	to-	haha	watawa	watawa	wasiha	watawa	watawa	tii	na	-kosa	-hemete	-mone	-ke,palm.sp(F)	3PL.S	pull_out	AUX	-back	-along_the_way	palm.sp(F)	3PL.S	pull_out	AUX.NFIN	come	-back.F	palm.sp(F)	3PL.S	pull_out	AUX	-following.F	palm.sp(F)	fruit.F	palm.sp(F)	fruit.F	bihi_fruit(M)	CH-	be.F	bihi_fruit(M)	bihi_fruit(M)	find.F	bihi_fruit(M)	bihi_fruit(M)	cut_through	AUX	-middle	-FP.N.F	-REP.F	-DECL.F,"They picked bihi leaves as they came back. They came back picking bihi leaves. As they were coming back picking bihi leaves, she found some bihi fruits and cut the bunch off.",,WORD_ALIGNED
a23,"Watawa ti nakosa, watawa ti nakosa watawa tama na, bi hose na bi tiwa kana, watawa tama ni kamakia me, Te hawa tohini?",watawa	tii	na	-kosa	watawa	tii	na	-kosa	watawa	tama	na	bihi	hose	na	bihi	tiwa	ka-	na	watawa	tama	ni	ka	-makia	me	tee	hawa	to-	ha	-ni,bihi_fruit(M)	cut_through	AUX	-middle.F	bihi_fruit(M)	cut_through	AUX	-middle.F	bihi_fruit(M)	hold_onto	AUX.F	palm.sp(F)	pull_out	AUX.F	palm.sp(F)	carry	COMIT-	AUX.F	bihi_fruit(M)	hold_onto	AUX.NFIN	come	-following.F	3PL	2PL.S	be_finished	CH-	AUX	-BKG.F,"She cut off the bunch of bihi fruits, and was holding it in her hand. She picked bihi leaves and carried them on her shoulder. She came holding the bunch of bihi fruits in her hand. ""Are you finished?""",,WORD_ALIGNED
a24,Ee ota hawa toha otani.,ee	otaa	hawa	to-	ha	otaa	-ni,yes	1EX.S	be_finished	CH-	AUX.F	1EX.S	-BKG.F,"""Yes, we are finished.""",,WORD_ALIGNED
a25,Ota hawa toha otani.,otaa	hawa	to-	ha	otaa	-ni,1EX.S	be_finished	CH-	AUX.F	1EX.S	-BKG.F,"""We are finished.""",,WORD_ALIGNED
a26,"Ota, hima.",otaa	hima,1EX	let's_go,"""Let's go.""",,WORD_ALIGNED
a27,Bi e sisi namatara bi e towakamabanakene.,bihi	ee	si-	sii	na	-mata	-ra	bihi	ee	to-	ka-	ka	-ma	-habana	-ke	-ne,palm.sp(F)	1IN.S	DUP-	pull_off	AUX	-short_time	-NEG.F	palm.sp(F)	1IN.S	away-	COMIT-	go	-back	-FUT.F	-DECL.F	-IRR.F,"""Let's not separate the bihi leaves into strips, let's take the bihi leaves home.""",,WORD_ALIGNED
a28,"Ee hinaka watawa, mati ka mati ka watawabonaha, nakiri nakiri siwa hiniharawa nakiri watawa kaba, kabarawaha ihi, yawehemetemoneni.",ee	hinaka	watawa	mati	ka	mati	ka	watawa	-bona	-ha	nakiri	nakiri	siwa	hi-	niha-	-rawa	nakiri	watawa	kaba	kaba	-rawa	-ha	ihi	yawa	-hemete	-mone	-ni,(pause)	3SG.POSS	bihi_fruit(M)	3SG.POSS.mother(F)	POSS	3SG.POSS.mother(F)	POSS	bihi_fruit(M)	-INT.M	-DUP	3SG.POSS.brother's_wife(F)	3SG.POSS.brother's_wife(F)	play	OC-	CAUS-	-FPL.F	3SG.POSS.brother's_wife(F)	bihi_fruit(M)	eat.F	eat	-FPL.F	-DUP	because_of.F	be_upset	-FP.N.F	-REP.F	-BKG.F,She wanted to give her bihi fruits to her mother. Her sisters-in-law played a joke on her and ate the bihi fruits. She was upset because they ate them.,,WORD_ALIGNED
a29,"Okomi ka okomi ka watawabona, okomi ka watawabona te kabineni.",okomi	ka	okomi	ka	watawa	-bona	okomi	ka	watawa	-bona	tee	kaba	-ne	-ni,my_mother(F)	POSS	my_mother(F)	POSS	bihi_fruit(M)	-INT.M	my_mother(F)	POSS	bihi_fruit(M)	-INT.M	2PL.S	eat	-CONT.F	-BKG.F,"""You are eating the bihi fruits that are for my mother.""",,WORD_ALIGNED
a30,"Okomi, okomi ati me aima hine watawa me watawa me hose nemetemoneke.",okomi	okomi	ati	me	aima	hi-	ne	watawa	me	watawa	me	hose	na	-hemete	-mone	-ke,my_mother(F)	my_mother(F)	voice	3PL.S	ignore	OC-	AUX.M	bihi_fruit(M)	3PL	bihi_fruit(M)	3PL.S	pull_out	AUX	-FP.N.F	-REP.F	-DECL.F,They didn't pay any attention to what she was saying. They pulled off the bihi fruits.,,WORD_ALIGNED
a31,Watawa me hose nemetemoneke.,watawa	me	hose	na	-hemete	-mone	-ke,bihi_fruit(M)	3PL.S	pull_out	AUX	-FP.N.F	-REP.F	-DECL.F,They pulled off the bihi fruits.,,WORD_ALIGNED
a32,Watawa me wakara na watawa me kabehemetemoneke.,watawa	me	wakara	na	watawa	me	kaba	-hemete	-mone	-ke,bihi_fruit(M)	3PL.S	eat_cracking	AUX.F	bihi_fruit(M)	3PL.S	eat	-FP.N.F	-REP.F	-DECL.F,"They ate the bihi fruits, cracking them in their mouths.",,WORD_ALIGNED
a33,"Watawa me kaba me, Te nahoyahi ahi.",watawa	me	kaba	me	tee	naho	-yahi	ahi,bihi_fruit(M)	3PL.S	eat.F	3PL.S	2PL.S	stay	-DIST.IMP.F	here,"They ate the bihi fruits. ""You go ahead and stay here.""",,WORD_ALIGNED
a34,Te kabaho.,tee	kaba	-ho,2PL.S	eat	-IMP.M,"""Go ahead and eat them.""",,WORD_ALIGNED
a35,Hine yawa na hehei.,hine	yawa	na	hehei,only	be_upset	AUX	(exclamation_of_children_playing),"""Go ahead, let her be mad. Hehei.""",,WORD_ALIGNED
a36,Yama yawaha te awa haro.,yama	yawaha	tee	awa	haaro,thing(F)	be_upset.F	2PL.S	see	that_one.F,"""Look at her, she's mad.""",,WORD_ALIGNED
a37,"Yawa towakame, yawa towakamemetemoneke.",yawa	to-	ka-	ka	-me	yawa	to-	ka-	ka	-ma	-hemete	-mone	-ke,anger(F)	away-	COMIT-	go	-back.M	anger(F)	away-	COMIT-	go	-back	-FP.N.F	-REP.F	-DECL.F,She went back mad.,,WORD_ALIGNED
a38,"Yawa towakama tokoma, tokoma, tokomemetemoneke.",yawa	to-	ka-	ka	-ma	to-	ka	-ma	to-	ka	-ma	to-	ka	-ma	-hemete	-mone	-ke,anger(F)	away-	COMIT-	go	-back.F	away-	go	-back.F	away-	go	-back.F	away-	go	-back	-FP.N.F	-REP.F	-DECL.F,She went back mad.,,WORD_ALIGNED
a39,"Tokoma, tokoma tokoma me abe kiyoha me tonokosa me ati koro namakia me ati, yama mimita nemetemone.",to-	ka	-ma	to-	ka	-ma	to-	ka	-ma	me	abe	kiyoha	me	to-	naho	-kosa	me	ati	koro	na	-makia	me	ati	yama	mi-	mita	na	-hemete	-mone,away-	go	-back.F	away-	go	-back.F	away-	go	-back.F	3PL.POSS	RECIP	chase.F	3PL.S	CH-	stand	-middle.F	3PL.POSS	voice	be_heard	AUX	-following.F	3PL.POSS	voice	thing(F)	DUP-	hear	AUX	-FP.N.F	-REP.F,She went back. They were left behind running after each other. Their voices came to her and she stopped to listen.,,WORD_ALIGNED
a40,Me ati saiha tokoma tokoma tokomemetemoneke.,me	ati	saiha	to-	ka	-ma	to-	ka	-ma	to-	ka	-ma	-hemete	-mone	-ke,3PL.POSS	voice	be_heard.F	away-	go	-back.F	away-	go	-back.F	away-	go	-back	-FP.N.F	-REP.F	-DECL.F,Their voices could be heard. She went on.,,WORD_ALIGNED
a41,"Yama, me fanawi siwa narawi ya me siwa nemetemone yome mati.",yama	me	fanawi	siwa	na	-rawi	ya	me	siwa	na	-hemete	-mone	yomee	mati,thing(F)	3PL.S	women	play	AUX	-FPL.NOM.F	ADJU	3PL.S	play	AUX	-FP.N.F	-REP.F	jaguar(M)	3PL,"While the girls were playing, the jaguars were also playing.",,WORD_ALIGNED
a42,"Awa, awa bere nikima, mese ya me yoro nare me siwa nemetemoneni.",awa	awa	bere	na	-kima	mese	ya	me	yoro	na	-re	me	siwa	na	-hemete	-mone	-ni,tree(F)	tree(F)	be_across	AUX	-two.F	surface	ADJU	3PL.S	stay	AUX	-raised_surface	3PL.S	play	AUX	-FP.N.F	-REP.F	-BKG.F,"There were two logs across the trail, and the two jaguars were on top of them playing.",,WORD_ALIGNED
a43,Ooo.,ooo,(purring_of_jaguar),"""Ooo.""",,WORD_ALIGNED
a44,Fati siwa nimatamonaka fati.,fati	siwa	niha-	-himata	-mona	-ka	fati,3SG.POSS.wife(F)	play	CAUS-	-FP.N.M	-REP.M	-DECL.M	3SG.POSS.wife(F),The male was playing with its mate.,,WORD_ALIGNED
a45,"Fati siwa ni, fati siwa ni, me awati yana tona kama kana ni kana ni kamemetemoneke.",fati	siwa	niha	fati	siwa	niha	me	awa	-ti	yana	to-	na	ka	-ma	kana	ni	kana	ni	ka	-ma	-hemete	-mone	-ke,3SG.POSS.wife(F)	play	CAUS	3SG.POSS.wife(F)	play	CAUS	3PL	see	-HAB.NOM	start	CH-	AUX.F	come	-back.F	run	AUX.NFIN	run	AUX.NFIN	come	-back	-FP.N.F	-REP.F	-DECL.F,"It was playing with its mate. When she saw it, she left and came back. She came running back.",The pronominal me is a false start.,WORD_ALIGNED
a46,"Kana ni kama, kana ni kama Hinamati kame hinamati kame inamati kame me ati nemetemoneke.",kana	ni	ka	-ma	kana	ni	ka	-ma	hinamati	ka	-me	hinamati	ka	-me	inamati	ka	-me	me	ati	na	-hemete	-mone	-ke,run	AUX.NFIN	come	-back.F	run	AUX.NFIN	come	-back.F	someone(M)	come	-back.M	someone(M)	come	-back.M	someone(M)	come	-back.M	3PL.S	say	AUX	-FP.N.F	-REP.F	-DECL.F,"She came back running. ""Someone is coming. Someone is coming,"" they said.",,WORD_ALIGNED
a47,Hinamati kame tinahi fahi.,hinamati	ka	-me	ti-	na	-hi	fahi,someone(M)	come	-back.M	2SG.S-	say	-IMP.F	then,"""Don't say 'Someone's coming.'""",,WORD_ALIGNED
a48,E tokabone onahara ahi.,ee	to-	ka	-habone	o-	na	-hara	ahi,1IN.S	away-	go	-INT.F	1SG.S-	say	-IP.E.F	here,"""Let's go this way.""",,WORD_ALIGNED
a49,Yama siwa narawarani.,yama	siwa	na	-rawa	-hara	-ni,thing(F)	play	AUX	-FPL	-IP.E.F	-BKG.F,"""There are jaguars playing.""",,WORD_ALIGNED
a50,E hawine yama siwa narawarani.,ee	hawine	yama	siwa	na	-rawa	-hara	-ni,1IN.POSS	trail	thing(F)	play	AUX	-FPL	-IP.E.F	-BKG.F,"""There are jaguars playing on our trail.""",,WORD_ALIGNED
a51,E toka ahi.,ee	to-	ka	ahi,1IN.S	away-	go	there,"""Let's go the other way.""",,WORD_ALIGNED
a52,E tasi tobe ahi.,ee	tasi	to-	-be	ahi,1IN.S	emerge	CH-	-IMMED.F	there,"""We will come out on the other side of them.""",,WORD_ALIGNED
a53,Keye hiri nane.,keye	hiri	na	-ne,lie(F)	say	AUX.CONT.M	-BKG.M,"""She is lying.""",,WORD_ALIGNED
a54,Keye hiri nane.,keye	hiri	na	-ne,lie(F)	say	AUX.CONT.M	-BKG.M,"""She is lying.""",,WORD_ALIGNED
a55,"Ee, efe tabiyo hiyawe ehene, makibonaha, makibonaha awanihi ati amani, ati narawemetemoneke.",ee	efe	tabiyo	hi-	yawe	ehene	maki	-bona	-ha	maki	-bona	-ha	awa	-hani	-hi	ati	ama	-ni	ati	na	-rawa	-hemete	-mone	-ke,(pause)	this.M	absence	OC-	be_upset.M	because_of.M	3SG.POSS.husband(M)	-INT.M	-DUP	3SG.POSS.husband(M)	-INT.M	-DUP	see	-IP.N.F	-DUP	voice	be	-BKG.F	say	AUX	-FPL	-FP.N.F	-REP.F	-DECL.F,"""She's saying that because she saw her boyfriend,"" they said.",,WORD_ALIGNED
a56,Maki he nakamakenoho awani ati kakamineni.,maki	hee	na-	ka	-make	-hino	-ho	awa	-hani	ati	ka-	ka	-ma	-ne	-ni,3SG.POSS.husband(M)	3SG.O	CAUS-	come	-following	-IP.N.M	-DUP	see	-IP.N.F	voice	COMIT-	come	-back	-CONT.F	-BKG.F,"""She is coming here saying that because she saw her boyfriend who had come after her.""",,WORD_ALIGNED
a57,Te ati fe na fahi.,tee	ati	fee	naa	fahi,2PL.POSS	voice	3SG	exist	then,"""That's enough talk.""",,WORD_ALIGNED
a58,Te ati fe na fahi.,tee	ati	fee	naa	fahi,2PL.POSS	voice	3SG	exist	then,"""That's enough talk.""",,WORD_ALIGNED
a59,Tera hima onaha owati te kasawarineni.,tera	hima	o-	naha	o-	ati	tee	ka-	sawari	-ne	-ni,2PL.O	call_to_go	1SG.S-	AUX.F	1SG.POSS-	voice	2PL.S	COMIT-	frustrate	-CONT.F	-BKG.F,"""I am telling you to come with me, and you aren't listening.""",,WORD_ALIGNED
a60,Yama siwa narawarani.,yama	siwa	na	-rawa	-hara	-ni,thing(F)	play	AUX	-FPL	-IP.E.F	-BKG.F,"""There are jaguars playing there.""",,WORD_ALIGNED
a61,Yama tera okeyerini.,yama	tera	o-	keyeha	-ra	-ni,thing(F)	2PL.O	1SG.S-	deceive	-NEG	-BKG.F,"""I am not fooling you.""",,WORD_ALIGNED
a62,Yama siwa narawarani hawi.,yama	siwa	na	-rawa	-hara	-ni	hawi,thing(F)	play	AUX	-FPL	-IP.E.F	-BKG.F	trail(F),"""There are jaguars playing on the trail.""",,WORD_ALIGNED
a63,Awa kahoma ya yama siwa narawa yoro narerawarani.,awa	ka-	homa	ya	yama	siwa	na	-rawa	yoro	na	-re	-rawa	-hara	-ni,tree(F)	COMIT-	lie_on_ground.F	ADJU	thing(F)	play	AUX	-FPL.F	stay	AUX	-raised_surface	-FPL	-IP.E.F	-BKG.F,"""They are playing on top of two logs on the trail.""",,WORD_ALIGNED
a64,"Makibonaha makibonaha, awahanihi ati kakamineni kakamineni yowiri ni ati nemetemoneni.",maki	-bona	-ha	maki	-bona	-ha	awa	-hani	-hi	ati	ka-	ka	-ma	-ne	-ni	ka-	ka	-ma	-ne	-ni	yowiri	ni	ati	na	-hemete	-mone	-ni,3SG.POSS.husband(M)	-INT.M	-DUP	3SG.POSS.husband(M)	-INT.M	-DUP	see	-IP.N.F	-DUP	voice	COMIT-	come	-back	-CONT.F	-BKG.F	COMIT-	come	-back	-CONT.F	-BKG.F	sing_woman's_song	AUX.NFIN	say	AUX	-FP.N.F	-REP.F	-BKG.F,"""She is coming saying that because she saw her boyfriend,"" they sang.",,WORD_ALIGNED
a65,Yowiri ni kakamemetemoneke.,yowiri	ni	ka-	ka	-ma	-hemete	-mone	-ke,sing_woman's_song	AUX.NFIN	COMIT-	come	-back	-FP.N.F	-REP.F	-DECL.F,They came singing.,,WORD_ALIGNED
a66,Yowiri ni kakamemetemone ahi.,yowiri	ni	ka-	ka	-ma	-hemete	-mone	ahi,sing_woman's_song	AUX.NFIN	COMIT-	come	-back	-FP.N.F	-REP.F	then,They came singing.,,WORD_ALIGNED
a67,Yowiri ni kakama ahi.,yowiri	ni	ka-	ka	-ma	ahi,sing_woman's_song	AUX.NFIN	COMIT-	come	-back.F	then,They came singing.,,WORD_ALIGNED
a68,Yowiri ni kakama me yowiri ni kakamemetemoneke ahi.,yowiri	ni	ka-	ka	-ma	me	yowiri	ni	ka-	ka	-ma	-hemete	-mone	-ke	ahi,sing_woman's_song	AUX.NFIN	COMIT-	come	-back.F	3PL.S	sing_woman's_song	AUX.NFIN	COMIT-	come	-back	-FP.N.F	-REP.F	-DECL.F	then,They came singing.,,WORD_ALIGNED
a69,Tika yowiri ni tokoma fahi.,ti-	ka	yowiri	ni	to-	ka	-ma	fahi,2SG.POSS-	POSS	sing_woman's_song	AUX.NFIN	away-	go	-back	then,"""Go ahead back singing.""",,WORD_ALIGNED
a70,Yotohemetemoneke.,yoto	-hemete	-mone	-ke,follow	-FP.N.F	-REP.F	-DECL.F,She was behind.,,WORD_ALIGNED
a71,Yotowama yotoha me tokomemetemoneke ahi.,yoto	-waha	-ma	yotoha	me	to-	ka	-ma	-hemete	-mone	-ke	ahi,follow	-change	-back.F	follow.F	3PL.S	away-	go	-back	-FP.N.F	-REP.F	-DECL.F	then,"She was behind, and they went back.",,WORD_ALIGNED
a72,"Me tokoma me tokomi ya, me tokomi ya yama moni yana torawemetemone amake ahi kisiririri, toko.",me	to-	ka	-ma	me	to-	ka	-mi	ya	me	to-	ka	-mi	ya	yama	moni	yana	to-	-rawa	-hemete	-mone	ama	-ke	ahi	kisiririri	toko,3PL.S	away-	go	-back.F	3PL.S	away-	go	-back.NOM.F	ADJU	3PL.S	away-	go	-back.NOM.F	ADJU	thing(F)	sound	start	CH-	-FPL	-FP.N.F	-REP.F	SEC	-DECL.F	then	(sound_of_leaves)	(sound_of_paws_grabbing),"They went back. As they went, there was noise, ""Kisiririri, toko.""",,WORD_ALIGNED
a73,Aya aya aya aya aya aya toko aya.,aya	aya	aya	aya	aya	aya	toko	aya,(expression_of_pain)	(expression_of_pain)	(expression_of_pain)	(expression_of_pain)	(expression_of_pain)	(expression_of_pain)	(sound_of_paws_grabbing)	(expression_of_pain),"""Aya, aya,"" toko, ""aya.""",,WORD_ALIGNED
a74,Kiyari nemetemoneke.,kiya	-ri	na	-hemete	-mone	-ke,yell	-DISTR	AUX	-FP.N.F	-REP.F	-DECL.F,They were crying out.,,WORD_ALIGNED
a75,Me kiyari nemetemoneni.,me	kiya	-ri	na	-hemete	-mone	-ni,3PL.S	yell	-DISTR	AUX	-FP.N.F	-REP.F	-BKG.F,They were crying out.,,WORD_ALIGNED
a76,"Me kiyari na, waka hirawemetemoneke ahi.",me	kiya	-ri	na	waka	hi-	-rawa	-hemete	-mone	-ke	ahi,3PL.S	yell	-DISTR	AUX.F	kill	OC-	-FPL	-FP.N.F	-REP.F	-DECL.F	then,"As they were crying out, the jaguar killed them.",,WORD_ALIGNED
a77,"Yome waka hirawa, kiyari narawemetemoneni.",yomee	waka	hi-	-rawa	kiya	-ri	na	-rawa	-hemete	-mone	-ni,jaguar(M)	kill	OC-	-FPL.F	yell	-DISTR	AUX	-FPL	-FP.N.F	-REP.F	-BKG.F,The jaguar killed them and they were crying out.,,WORD_ALIGNED
a78,"Kamakia, kamakia ya wafe boni wafe sana hikana katisa wafe katisa, tame mati nawata, barometemoneke baro.",ka	-makia	ka	-makia	ya	wafe	boni	wafe	sana	hi-	ka-	na	ka-	tisa	wafe	ka-	tisa	tame	mati	na-	wata	baro	-mete	-mone	-ke	baro,come	-following.F	come	-following.F	ADJU	cotton(F)	fruit.F	cotton(F)	carry_strapped_on_shoulder	OC-	COMIT-	AUX.F	COMIT-	undo.F	cotton(F)	COMIT-	undo.F	foot.F	line.F	CAUS-	be_located.F	tree.sp(F)	-FP.N.F	-REP.F	-DECL.F	tree.sp(F),"She came. She was wearing cotton twine adornments, and she undid the cotton and wrapped it around her feet. It was a baro tree.","Wafe boni is a mistake, it should be just wafe.",WORD_ALIGNED
a79,Baro aya totoha na ya baro wa ya tokomisemetemoneke.,baro	aya	to-	to-	ha	na	ya	baro	waa	ya	to-	ka	-misa	-hemete	-mone	-ke,tree.sp(F)	this	DUP-	CH-	be	AUX.F	ADJU	tree.sp(F)	stand.F	ADJU	away-	go	-up	-FP.N.F	-REP.F	-DECL.F,"She climbed up the baro, which was this thick.",,WORD_ALIGNED
a80,"Tokomisa, tokomisemetemoneke.",to-	ka	-misa	to-	ka	-misa	-hemete	-mone	-ke,away-	go	-up.F	away-	go	-up	-FP.N.F	-REP.F	-DECL.F,She climbed up.,,WORD_ALIGNED
a81,"Nakiri yome hikabarawa me hikaba me, me tafi moni kamitani nokorisama, Owati me kasawariha, me akari forima hinihi ha ha nemetemone fahi.",nakiri	yomee	hi-	kaba	-rawa	me	hi-	kaba	me	me	tafi	moni	ka-	mita	-hani	noko	-risa	-ma	o-	ati	me	ka-	sawariha	me	akari	forima	hi-	nihi	ha	haa	na	-hemete	-mone	fahi,3SG.POSS.brother's_wife(F)	jaguar(M)	OC-	eat	-FPL.F	3PL.O	OC-	eat.F	3PL.O	3PL.S	eat.NFIN	sound	COMIT-	hear	-IP.N.F	point	-down	-back.F	1SG.POSS-	voice	3PL.S	COMIT-	frustrate.F	3PL.S	be_satiated.NFIN	do_properly	OC-	CAUS.NOM.F	ADJU	call	AUX	-FP.N.F	-REP.F	then,"The jaguars ate her sisters-in-law. She looked down as she heard them eating. ""They wouldn't listen to me."" She waited until their stomachs were full, then she called out.",,WORD_ALIGNED
a82,Bai bai abematamonaka.,bahi	bahi	ahaba	-himata	-mona	-ka,sun(M)	sun(M)	end	-FP.N.M	-REP.M	-DECL.M,The sun went down.,,WORD_ALIGNED
a83,"Bai ahabe, bai bai abe aawawa nemetemoneke.",bahi	ahabe	bahi	bahi	ahabe	a-	awa	-wa	na	-hemete	-mone	-ke,sun(M)	end.M	sun(M)	sun(M)	end.M	DUP-	see	-DUP	AUX	-FP.N.F	-REP.F	-DECL.F,The sun went down. She was afraid as the sun went down.,,WORD_ALIGNED
a84,Himata nima onaba?,himata	ni	-ma	o-	na	-haba,what?	AUX.NOM	-like	1SG.S-	AUX	-FUT.F,"""What am I going to do?""",,WORD_ALIGNED
a85,Okomaba ama oniti.,o-	ka	-ma	-haba	ama	o-	ni	-ti,1SG.S-	go	-back	-FUT.F	SEC	1SG.S-	AUX.NOM	-HAB.NOM,"""Where can I go?""",,WORD_ALIGNED
