ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Comment,LGR
a30,Fara nima na ya e yoro nine haro.,fara	ni	-ma	na	ya	ee	yoro	na	-ne	haaro,same.F	AUX.NOM	-like	AUX.F	ADJU	1IN.S	stand	AUX	-CONT.F	that_one.F,"""It's the same as where we are standing here.""",,WORD_ALIGNED
a31,Owati nabirima tinahi.,o-	ati	naahabiha	-rima	ti-	na	-hi,1SG.POSS-	voice	kill	-NEG.IMP.F	2SG.S-	AUX	-IMP.F,"""Don't refuse.""",,WORD_ALIGNED
a32,Yama tiwibeya ati nematamonahane.,yama	ti-	awa	-be	-ya	ati	na	-himata	-mona	-ha	-ne,thing(F)	2SG.S-	see	-IMMED.F	-now	say	AUX	-FP.N.M	-REP.M	-DUP	-BKG.M,"""You should see it,"" he said.",,WORD_ALIGNED
a33,"Owa tekama, e okobe.",owa	ti-	ka-	ka	-ma	ee	o-	ka-	-be,1SG.O	2SG.S-	COMIT-	go	-back	yell	1SG.S-	COMIT-	-IMMED.F,"""If you take me, I will yell.""",,WORD_ALIGNED
a34,Faya hiwa kayawe ite weye himisematamonaka.,faya	hiwa	ka-	yawe	ite	weye	hi-	-misa	-himata	-mona	-ka,so	3SG.REFL.M	COMIT-	be_upset.M	sit.M	carry	OC-	-up	-FP.N.M	-REP.M	-DECL.M,"He sat there on the ground, refusing. He put him on his back.",,WORD_ALIGNED
a35,Faya weye himisa hikane.,faya	weye	hi-	-misa	hi-	-kane,so	carry	OC-	-up	OC-	-(?).M,He put him on his back.,,WORD_ALIGNED
a36,Noko totokikima kane ahi yama hoti howa toni ya.,noko	to-	to-	ka	-kima	kane	ahi	yama	hoti	howa	to-	ni	ya,eye.M	DUP-	away-	go	-two	(?).M	then	thing(F)	hole.F	be_open	CH-	AUX.NOM.F	ADJU,He looked all around. There was a clearing.,,WORD_ALIGNED
a37,Yama hoti howa toni ya yana hikana hikane ahi.,yama	hoti	howa	to-	ni	ya	yana	hi-	ka-	na	hi-	-kane	ahi,thing(F)	hole.F	be_open	CH-	AUX.NOM.F	ADJU	start	OC-	COMIT-	AUX	OC-	-(?).M	then,He took off with him in the clearing.',,WORD_ALIGNED
a38,Fo fofofo fofofo fofofo efe moni tokomakane ahi.,efe	moni	to-	ka	-ma	-kane	ahi,wing.M	sound	away-	go	-back	-(?).M	then,"Fofofo fofofo, his wings could be heard as he went off.",,WORD_ALIGNED
a39,"Iti bote, iti bote forefore nawaharekane fe bari ya.",iti	bote	iti	bote	fore-	fore	na	-wahare	-kane	fee	bari	ya,grandfather(M)	old	grandfather(M)	old	DUP-	lie_on_top	AUX	-all_over	-(?).M	3SG.POSS	back	ADJU,The old man lay on his back.,,WORD_ALIGNED
a40,Iti bote towakamematamona ahi.,iti	bote	to-	ka-	ka	-ma	-himata	-mona	ahi,grandfather(M)	old	away-	COMIT-	go	-back	-FP.N.M	-REP.M	then,He took the old man.,,WORD_ALIGNED
a41,Yama fara hoti hotone wanatino yokana ya fe fawa tokowitematamona amaka ahi.,yama	fara	hoti	hotone	wana	-ti	-no	yokana	ya	fee	fawa	to-	ka-	-wite	-himata	-mona	ama	-ka	ahi,thing(F)	same.F	hole.F	hole.M	be_attached	-HAB.NOM	-IP.N.M	true	ADJU	3SG.O	disappear	away-	COMIT-	-out	-FP.N.M	-REP.M	SEC	-DECL.M	then,He disappeared with him into his hole in the sky.,,WORD_ALIGNED
a42,"Me awe me awe isoisori, boko sawi me awe me me nanahori.",me	awe	me	awe	iso-	iso	-ri	boko_sawi	me	awe	me	me	nanahori,3PL.POSS	wood.F	3PL.POSS	wood.F	DUP-	be_slippery	-DISTR	king_vulture(M)	3PL.POSS	wood.F	3PL	3PL.POSS	perch,"Their perch was very slippery, the perch of the vultures.",,WORD_ALIGNED
a43,Iti tiwitare.,iti	ti-	ita	-re,grandfather(M)	2SG.S-	sit	-raised_surface,"""Grandpa, sit down.""",,WORD_ALIGNED
a44,Tiwitare aya.,ti-	ita	-ri	aya,2SG.S-	sit	-raised_surface	there,"""Sit there.""",,WORD_ALIGNED
a45,Ota naori nofi ka yama ama ha.,otaa	naho	-ri	nofi	ka	yama	ama	haa,1EX.S	sit	-raised_surface	recently.NOM.F	which	thing(F)	be	DEM,"""It's where we sit.""",,WORD_ALIGNED
a46,Awa ama ha.,awa	ama	haa,wood(F)	be	DEM,"""It is wood.""",,WORD_ALIGNED
a47,Ati watarematamonahane.,ati	wata	-ra	-himata	-mona	-ha	-ne,voice	exist	-NEG	-FP.N.M	-REP.M	-DUP	-BKG.M,He didn't say anything.,,WORD_ALIGNED
a48,Ati watare noko totokikima ne boko sawi me ati ra mitematamonane.,ati	wata	-re	noko	to-	to-	ka	-kima	ne	boko_sawi	me	ati	ra	mita	-himata	-mona	-ne,voice	exist	-NEG.M	eye.M	DUP-	away-	go	-two	AUX.M	king_vulture(M)	3PL.POSS	voice	O	hear	-FP.N.M	-REP.M	-BKG.M,He didn't say anything. He looked all around. He listened to the vultures talking.,,WORD_ALIGNED
a49,Hii hii hii hii boko sawi me ati na me Aa owa te awaraba na.,boko_sawi	me	ati	na	me	aa	owa	tee	awaraba	na,king_vulture(M)	3PL.S	say	AUX.F	3PL.S	(pause)	1SG.O	2PL.S	leave_alone	AUX,"""Hii hii hii hii,"" the vultures said. ""You leave me alone.""",,WORD_ALIGNED
a50,Tiwa me aate nineni.,tiwa	me	a-	ate	na	-ne	-ni,2SG.O	3PL.S	DUP-	ask	AUX	-CONT.F	-BKG.F,"""They are asking you a question.""",,WORD_ALIGNED
a51,Yama bata homari fa ya; me ati nineni ati nematamonaha fare fe towakamahari.,yama	bata	homa	-ri	faa	ya	me	ati	na	-ne	-ni	ati	na	-himata	-mona	-ha	fare	fee	to-	ka-	ka	-ma	-haari,thing(F)	be_rotten.F	lie_on_ground	-NEG.NOM.F	that	ADJU	3PL.S	say	AUX	-CONT.F	-BKG.F	say	AUX	-FP.N.M	-REP.M	-DUP	same.M	3SG.O	away-	COMIT-	go	-back	-IP.E.M,"""'Is that something rotten over there?' they are saying,"" he said, the one who had taken him.",,WORD_ALIGNED
a52,Yama homihiri.,yama	homa	-hiri,thing(F)	lie_on_ground	-NEG.F,"""No.""",,WORD_ALIGNED
a53,Yama homihirimonehe.,yama	homa	-hiri	-mone	-he,thing(F)	lie_on_ground	-RP.E.M	-REP.F	-DUP,"""He says no.""",,WORD_ALIGNED
a54,"Bama me bama me bama mera inamati bobi nemetemonehe, yokohori, yokohori tama hinamebanoho.",bahama	me	bahama	me	bahama	mera	inamati	bobi	na	-hemete	-mone	-he	yokohori	yokohori	tama	hi-	na	-ma	-hiba	-no	-ho,fish.sp(M)	3PL	fish.sp(M)	3PL	fish.sp(M)	3PL.O	spirit(F)	slit	AUX	-FP.N.F	-REP.F	-DUP	barb	barb	hold_onto	OC-	AUX	-back	-FUT.M	-IP.N.M	-DUP,The female spirit cut up the bahama catfish. He brought a barb back.,,WORD_ALIGNED
a55,Mati ha hinemetemone Nemeharaha.,mati	haa	hi-	na	-hemete	-mone	Nemeharaha,3SG.POSS.mother(F)	call	OC-	AUX	-FP.N.F	-REP.F	Nemeharaha(F),"His mother called her, Nemeharaha.",,WORD_ALIGNED
a56,Ini me hihiri hiamaro.,ini	me	hi-	hiri	hi-	ha	-hamaro,name.F	3PL.S	DUP-	say	OC-	AUX	-FP.E.F,They used to say her name.,,WORD_ALIGNED
a57,Ini Nemeharaha tohineke.,ini	Nemeharaha	to-	ha	-ne	-ke,name.F	Nemeharaha(F)	CH-	be	-CONT.F	-DECL.F,Her name was Nemeharaha.,,WORD_ALIGNED
a58,"Iti bote tefebona kakiemetemonehe, siraba harorawaha yiwa tebe ya.",iti	bote	tefe	-bona	ka-	ka	-ki	-hemete	-mone	-he	siraba	haro	-rawa	-ha	yiwaha_tebe	ya,grandfather(M)	old	food.M	-INT.M	COMIT-	come	-coming	-FP.N.F	-REP.F	-DUP	fish.sp(F)	be_boiled	-FPL	-DUP	ceramic_pot(F)	ADJU,"She brought food for the old man, siraba fish, in a ceramic pot.",,WORD_ALIGNED
a59,Yiwa tebe kiha ra bakorisineni.,yiwaha_tebe	kiha	ra	bako	-risa	-ne	-ni,ceramic_pot(F)	have.F	O	be_concave	-down	-CONT.F	-BKG.F,There is a ceramic pot in the sky. It [the sky] has a side facing down.,"The morpheme ra is not actually an object marker in this sentence, since the verb is intransitive. According to Bibiri, kiha ra (or kihara) is the same as kihaha; that is, it is marked as having feminine agreement.",WORD_ALIGNED
a60,"Nemeharaha, Nemeharaha ati nemetemone.",Nemeharaha	Nemeharaha	ati	na	-hemete	-mone,Nemeharaha(F)	Nemeharaha(F)	say	AUX	-FP.N.F	-REP.F,"""Nemeharaha, Nemeharaha,"" she said.",,WORD_ALIGNED
a61,Haa ati nemetemonehe.,haa	ati	na	-hemete	-mone	-he,huh?	say	AUX	-FP.N.F	-REP.F	-DUP,"""What?"" she said.",,WORD_ALIGNED
a62,Iti bote tinatafahi.,iti	bote	ti-	na-	tafa	-hi,grandfather(M)	old	2SG.S-	CAUS-	eat	-IMP.F,"""Give some food to the old man.""",,WORD_ALIGNED
a63,Fimimako kakene ati nemetemonehe.,fimi	-mako	ka	-ke	-ne	ati	na	-hemete	-mone	-he,be_hungry	-for_this_reason.M	come	-coming.CONT.M	-BKG.M	say	AUX	-FP.N.F	-REP.F	-DUP,"""He came here because he is hungry,"" she said.",,WORD_ALIGNED
a64,Iyawa iyawa iyawamete awineke.,iyawa	iyawa	iyawa	-mete	awine	-ke,grated_mash(F)	grated_mash(F)	grated_mash(F)	-FP.N.F	seem.F	-DECL.F,It was manioc mash.,"This sentence does not have a verb, which is not that uncommon; but it also has the secondary verb awine, which is normally only found with verbs. There is a similar sentence in ""Siraba"", sentence (60).",WORD_ALIGNED
a65,Iyawa ya aba me haro yowamisemetemone sirabarawaha.,iyawa	ya	aba	me	haro	yowa	-misa	-hemete	-mone	siraba	-rawa	-ha,grated_mash(F)	ADJU	fish(M)	3PL.S	be_boiled.NFIN	reach	-up	-FP.N.F	-REP.F	fish.sp(F)	-FPL	-DUP,"The pot was full, with manioc mash in the bottom, and boiled fish on top.",,WORD_ALIGNED
a66,Siraba kiha ra bakorisineni.,siraba	kiha	ra	bako	-risa	-ne	-ni,fish.sp(F)	have.F	O	be_concave	-down	-CONT.F	-BKG.F,There are siraba fish in the sky. The sky has a side facing down.,,WORD_ALIGNED
a67,Okiti te natafariya.,okiti	tee	na-	tafa	-ra	-yahi,my_grandfather(M)	2PL.S	CAUS-	eat	-NEG	-DIST.IMP.F,"""Don't give food to my grandfather.""",,WORD_ALIGNED
a68,Aba me okobabanani.,aba	me	o-	kaba	-habana	-ni,fish(M)	3PL.O	1SG.S-	eat	-FUT.F	-BKG.F,"""I will eat the fish.""",,WORD_ALIGNED
a69,Okiti tafaharene.,okiti	tafa	-hare	-ne,my_grandfather(M)	eat	-IP.E.M	-BKG.M,"""My grandfather has eaten.""",,WORD_ALIGNED
a70,Te tefe okobene.,tee	tefe	o-	kaba	-hene,2PL.POSS	food	1SG.S-	eat	-IRR.F,"""I won't eat your food.""",,WORD_ALIGNED
a71,Te tefe hine nani iti bote ati nabisematamona.,tee	tefe	hine	naa	-hani	iti	bote	ati	na	-bisa	-himata	-mona,2PL.POSS	food	only	exist	-IP.N.F	grandfather(M)	old	say	AUX	-also	-FP.N.M	-REP.M,"""Let your food be,"" the old man said.",,WORD_ALIGNED
a72,Otafara o.,o-	tafa	-hara	o,1SG.S-	eat	-IP.E.F	1SG.S,"""I have already eaten.""",,WORD_ALIGNED
a73,Tafe hikabemetemonekene.,tafe	hi-	kaba	-hemete	-mone	-ke	-ne,food.F	OC-	eat	-FP.N.F	-REP.F	-DECL.F	-IRR.F,He ate her food.,,WORD_ALIGNED
a74,Tafe hikaba yiwa towakamematamona ahi.,tafe	hi-	kaba	yiwaha	to-	ka-	ka	-ma	-himata	-mona	ahi,food.F	OC-	eat.F	pot(F)	away-	COMIT-	go	-back	-FP.N.M	-REP.M	then,"He ate her food, and then took the pot back.",,WORD_ALIGNED
a75,Aba me ota kabahara.,aba	me	otaa	kaba	-hara,fish(M)	3PL.O	1EX.S	eat	-IP.E.F,"""We ate the fish.""",,WORD_ALIGNED
a76,Aba me ota kabaharani.,aba	me	otaa	kaba	-hara	-ni,fish(M)	3PL.O	1EX.S	eat	-IP.E.F	-BKG.F,"""We ate the fish.""",,WORD_ALIGNED
a77,Ota towakamibana ati nematamonaha.,otaa	to-	ka-	ka	-mi	-bana	ati	na	-himata	-mona	-ha,1EX.S	away-	COMIT-	go	-back.F	-FUT	say	AUX	-FP.N.M	-REP.M	-DUP,"""We are going,"" he said.",,WORD_ALIGNED
a78,Te towakama.,tee	to-	ka-	ka	-ma,2PL.S	away-	COMIT-	go	-back,"""Go ahead.""",,WORD_ALIGNED
a79,Tekamaho.,ti-	ka-	ka	-ma	-ho,2SG.S-	COMIT-	go	-back	-IMP.M,"""Take him.""",,WORD_ALIGNED
a80,"Yama, awa isoiso raba ra iti bote habo sisi tori kane ahi.",yama	awa	iso-	iso	raba	ra	iti	bote	habo	si-	sii	to-	-ri	kane	ahi,thing(F)	wood(F)	DUP-	be_slippery	a_bit	NEG.F	grandfather(M)	old	courage.M	DUP-	stand	CH-	-right_away	(?).M	then,"The perch was slippery, and the old man was afraid.",,WORD_ALIGNED
a81,"Iti, iti tiwa weye onamibeya.",iti	iti	tiwa	weye	o-	na	-ma	-be	-ya,grandfather(M)	grandfather(M)	2SG.O	carry	1SG.S-	AUX	-back	-IMMED.F	-now,"""Grandfather, I will put you on my back again.""",,WORD_ALIGNED
a82,Tiwa owakama ama oni.,tiwa	o-ka-ka-ma	ama	o-ni,2SG.O	1SG.S-COMIT-go-back.F	SEC	1SG.S-BKG.F,"""I am taking you home.""",,WORD_ALIGNED
a83,Faya hekamematamona fahi.,faya	hi-	ka-	ka	-ma	-himata	-mona	fahi,so	OC-	COMIT-	go	-back	-FP.N.M	-REP.M	then,So he took him back.,,WORD_ALIGNED
a84,Oko kanamo mowari tama kani tikitiya.,o-	ka	kanamo	mowari	tama	ka-	ni	ti-	kita	-yahi,1SG.POSS-	POSS	armband(F)	cotton	hold_onto	COMIT-	AUX.NFIN	2SG.S-	be_strong	-DIST.IMP.F,"""Hold on tightly to my armbands.""",,WORD_ALIGNED
a85,Tinoko amo kawi niyahi.,ti-	noko	amo	ka-	-wi	na	-yahi,2SG.POSS-	eye	sleep	COMIT-	-steadily	AUX	-DIST.IMP.F,"""Keep your eyes closed.""",,WORD_ALIGNED
a86,Era wati okini.,era	wati	o-	ka-	-ni,1IN.O	plan_against	1SG.S-	COMIT-	-BKG.F,"""I'm about to take off.""",,WORD_ALIGNED
a87,Era wati okini ati ne ya bama yokohori tama hinaka bama yokohori fawa nebanoho.,era	wati	o-	ka-	-ni	ati	ne	ya	bahama	yokohori	tama	hinaka	bahama	yokohori	fawa	na	-hiba	-no	-ho,1IN.O	plan_against	1SG.S-	COMIT-	-BKG.F	say	AUX.NOM.M	ADJU	fish.sp(M)	barb	hold_onto.LIST	3SG.POSS	fish.sp(M)	barb	disappear	AUX	-FUT.M	-IP.N.M	-DUP,"""I'm about to take off,"" he said. He was carrying the bahama barb, but his bahama barb got lost.",,WORD_ALIGNED
a88,Faya yana tonematamona ahi.,faya	yana	to-	na	-himata	-mona	ahi,so	start	CH-	AUX	-FP.N.M	-REP.M	then,He was ready.,,WORD_ALIGNED
a89,Boto ooo ooo kisamakane ahi.,ka	-risa	-ma	-kane	ahi,come	-down	-back	-(?).M	then,"Boto, ooo, ooo, he came down.",,WORD_ALIGNED
a90,Iti bote katomematamona ino amane ahi.,iti	bote	katoma	-himata	-mona	ino	ama	-ne	ahi,grandfather(M)	old	attack	-FP.N.M	-REP.M	name.M	be	-BKG.M	then,He came down fast with the old man.,,WORD_ALIGNED
a91,Tamine amane.,tamine	ama	-ne,news_about	be	-BKG.M,It's the story about him.,,WORD_ALIGNED
a92,Hoo.,hoo,whew,"""Whew.""",,WORD_ALIGNED
a93,"Iti bote, iti bote tosawitematamona amane ahi me bao hikanisahari ahi.",iti	bote	iti	bote	to-	sona	-wite	-himata	-mona	ama	-ne	ahi	me	bao	hi-	ka-	na	-risa	-haari	ahi,grandfather(M)	old	grandfather(M)	old	away-	fall	-out	-FP.N.M	-REP.M	SEC	-BKG.M	then	3PL.S	come_down	OC-	COMIT-	AUX	-down	-IP.E.M	then,The old man fell when he landed with him.,,WORD_ALIGNED
a94,Towawawitekane ahi.,to-	waa	-waha	-witi	-kane	ahi,away-	stand	-change	-out	-(?).M	then,He turned around and faced him.,,WORD_ALIGNED
a95,Iti bote tohomakosakane ahi ehene.,iti	bote	to-	homa	-kosa	-kane	ahi	ehene,grandfather(M)	old	CH-	lie_on_ground	-middle	-(?).M	then	because_of.M,The old man lay on the ground because of him.,,WORD_ALIGNED
a96,Hasihasi kanakane ahi.,hasi-	hasi	ka-	na	-kane	ahi,DUP-	breathe	COMIT-	AUX	-(?).M	then,He was out of breath.,,WORD_ALIGNED
a97,Faya kamakimatamona amane.,faya	ka	-maki	-himata	-mona	ama	-ne,so	come	-following	-FP.N.M	-REP.M	SEC	-BKG.M,He came home.,,WORD_ALIGNED
a98,Kamakimatamonaka.,ka	-maki	-himata	-mona	-ka,come	-following	-FP.N.M	-REP.M	-DECL.M,He came home.,,WORD_ALIGNED
a99,Tokomematamonaka fari fe katomari.,to-	ka	-ma	-himata	-mona	-ka	faari	fee	katoma	-haari,away-	go	-back	-FP.N.M	-REP.M	-DECL.M	that_one.M	3SG.O	attack	-IP.E.M,The one who had been rough with him went away.,,WORD_ALIGNED
a100,Owa e niwahi.,owa	ee	niha-	-wahi,1SG.O	yell	CAUS-	-change.NOM.F,"""He scared me.""",,WORD_ALIGNED
a101,Owa e nibisi.,owa	ee	niha-	-bisi,1SG.O	yell	CAUS-	-also.NOM.F,"""He scared me, too.""",,WORD_ALIGNED
a102,Owa e nibisi ati kane ahi fe katomari.,owa	ee	niha-	-bisi	ati	kane	ahi	fee	katoma	-haari,1SG.O	yell	CAUS-	-also.NOM.F	say	(?).M	then	3SG.O	attack	-IP.E.M,"""He scared me, too,"" he said, the one who had been rough with him.",,WORD_ALIGNED
a103,Oko bama yokohori fawa ne.,o-	ka	bahama	yokohori	fawa	ne,1SG.POSS-	POSS	fish.sp(M)	barb	disappear	AUX.M,"""My bahama barb got lost.""",,WORD_ALIGNED
a104,Oko bama yokohori fawa ne ati nematamonahane.,o-	ka	bahama	yokohori	fawa	ne	ati	na	-himata	-mona	-ha	-ne,1SG.POSS-	POSS	fish.sp(M)	barb	disappear	AUX.M	say	AUX	-FP.N.M	-REP.M	-DUP	-BKG.M,"""My bahama barb got lost,"" he said.",,WORD_ALIGNED
a105,Hoo okomakibone.,hoo	o-	ka	-maki	-bone,whew	1SG.S-	go	-following.NOM	-INT.F,"""Whew, I'm going home.""",,WORD_ALIGNED
a106,Ee tikamakiya.,ee	ti-	ka	-maki	-yahi,yes	2SG.S-	go	-following	-DIST.IMP.F,"""All right, go home.""",,WORD_ALIGNED
a107,Tokomawahematamonaha.,to-	ka	-ma	-waha	-himata	-mona	-ha,away-	go	-back	-change	-FP.N.M	-REP.M	-DUP,He went away.,,WORD_ALIGNED
a108,Tokomematamonaka ahi.,to-	ka	-ma	-himata	-mona	-ka	ahi,away-	go	-back	-FP.N.M	-REP.M	-DECL.M	then,He went away.,,WORD_ALIGNED
