ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Comment,LGR
a16,Maka ka awa boni moni kohokohori tokanemetemoneni.,maka	ka	awa	boni	moni	koho-	koho	-ri	to-	ka-	na	-hemete	-mone	-ni,monster(M)	POSS	tree(F)	fruit.F	sound	DUP-	hit	-DISTR	CH-	COMIT-	AUX	-FP.N.F	-REP.F	-BKG.F,The sound of the monster's fruits could be heard.,,WORD_ALIGNED
a17,Tasi towitikane ahi.,tasi	to-	-witi	-kane	ahi,emerge	away-	-out	-(?).M	then,He came out far away.,,WORD_ALIGNED
a18,"Kere, kere ati tokakane ahi.",kere	kere	ati	to-	ka	-kane	ahi,(call_of_kingfisher)	(call_of_kingfisher)	voice	away-	go	-(?).M	then,"""Kere, kere."" He went away calling.",,WORD_ALIGNED
a19,Towawamakane ahi.,to-	waa	-waha	-ma	-kane	ahi,away-	stand	-change	-back	-(?).M	then,He went around and sat down again.,,WORD_ALIGNED
a20,Fa koro onabone koho neno otine o owatino.,faha	koro	o-	na	-habone	koho	na	-hino	o-	ita	-ne	o	owatino,water(F)	throw_something_on	1SG.S-	AUX	-INT.F	hit	AUX	-IP.N.M	1SG.S-	pierce	-CONT.F	1SG.S	exclamation,"""I speared the one who was hitting a reed on the water where I was going to fish.""",,WORD_ALIGNED
a21,Fa koro omatibe.,faha	koro	o-	-mata	-be,water(F)	throw_something_on	1SG.S-	-short_time	-IMMED.F,"""I will fish.""",,WORD_ALIGNED
a22,Fa koro nawahe aba me tisa nawahebanoho.,faha	koro	na	-wahe	aba	me	tisa	na	-waha	-hiba	-no	-ho,water(F)	throw_something_on	AUX	-change.M	fish(M)	3PL.O	shoot_with_arrow	AUX	-change	-FUT.M	-IP.N.M	-DUP,Then he fished. He speared fish.,,WORD_ALIGNED
a23,Aba me tisa kane ahi maka iti ha.,aba	me	tisa	kane	ahi	maka	iti	haa,fish(M)	3PL.S	shoot_with_arrow	(?).M	then	monster(M)	pierce.NFIN	DEM,He speared fish. He had speared the monster.,,WORD_ALIGNED
a24,"Aba me wiyebone kowe kame, kamematamonaka.",aba	me	wiye	-bone	kowe	ka	-me	ka	-ma	-himata	-mona	-ka,fish(M)	3PL.POSS	container.F	-INT.F	weave.M	come	-back.M	come	-back	-FP.N.M	-REP.M	-DECL.M,He weaved a basket to carry the fish in. He came back.,,WORD_ALIGNED
a25,"Kame, Okobise kame, aba me weye nari.",ka	-me	okobise	ka	-me	aba	me	weye	na	-haari,come	-back.M	my_uncle(M)	come	-back.M	fish(M)	3PL.O	carry	AUX	-IP.E.M,"He came back. ""My uncle has come back, carrying fish.""",,WORD_ALIGNED
a26,Yama otini Boyori.,yama	o-	ita	-ni	Boyori,monster(F)	1SG.S-	pierce	-BKG.F	Boyori(F),"""I speared a monster, Boyori.""",,WORD_ALIGNED
a27,Fa koho nani ota abarani ati nematamona.,faha	koho	na	-hani	o-	ita	ahaba	-hara	-ni	ati	na	-himata	-mona,water(F)	hit	AUX	-IP.N.F	1SG.S-	pierce.F	die	-IP.E.F	-BKG.F	say	AUX	-FP.N.M	-REP.M,"""It was hitting the water with a reed, and I speared it, and it died,"" he said.",,WORD_ALIGNED
a28,Maka nabimatamonaka.,maka	naahabiha	-himata	-mona	-ka,monster(M)	kill	-FP.N.M	-REP.M	-DECL.M,He killed the monster.,,WORD_ALIGNED
a29,Maka kaminamematamonane biti me ni ya.,maka	kamina	-ma	-himata	-mona	-ne	biti	me	ni	ya,monster(M)	tell	-back	-FP.N.M	-REP.M	-BKG.M	3SG.POSS.nephew(M)	3PL	to	ADJU,He told his nephews about the monster back in the village.,,WORD_ALIGNED
a30,Taboro fa fa te ki na.,taboro	faha	faha	tee	kii	na,place.M	water(F)	water(F)	2PL.S	look_at	AUX,"""You can fish in the place where it was.""",,WORD_ALIGNED
a31,Otahare ha owa.,o-	ita	-hare	haa	owa,1SG.S-	pierce	-IP.E.M	DEM	1SG,"""I speared it.""",,WORD_ALIGNED
a32,"Ahabare, aba me me, tisa nabani mati.",ahaba	-hare	aba	me	me	tisa	na	-haba	-ni	mati,die	-IP.E.M	fish(M)	3PL.O	3PL.S	shoot_with_arrow	AUX	-FUT.F	-IP.N.F	3PL.S,"""It died."" They speared fish.",,WORD_ALIGNED
a33,Okobise tafitafi nofaraba nofare ama.,okobise	tafa-	tafa	nofa	-raba	nofa	-re	ama,my_uncle(M)	DUP-	eat	recently	-a_bit	recently	-NEG.M	SEC,"""My uncle eats a lot.""","The morpheme nofa 'recently' occurs twice in this verb. I have also seen this kind of repetition with -ma 'back' and with -kosa 'middle' (Vogel 2016:27f, 132).",WORD_ALIGNED
a34,Okobise mari obe.,okobise	mari	o-	-be,my_uncle(M)	offer_a_feast_to	1SG.S-	-IMMED.F,"""I'm going to offer a feast to my uncle.""",,WORD_ALIGNED
a35,Aba kababaya.,aba	kaba	-ba	-ya,fish(M)	eat	-IMMED.M	-now,"""He will eat fish.""",,WORD_ALIGNED
a36,"Batise batise mari nebona batise wati kane, batise mari nematamonaka fahi.",batise	batise	mari	na	-hibona	batise	wati	ka-	ne	batise	mari	na	-himata	-mona	-ka	fahi,3SG.POSS.uncle(M)	3SG.POSS.uncle(M)	offer_a_feast_to	AUX	-INT.M	3SG.POSS.uncle(M)	go_after	COMIT-	AUX.M	3SG.POSS.uncle(M)	offer_a_feast_to	AUX	-FP.N.M	-REP.M	-DECL.M	then,He planned to offer a feast to his uncle. He offered a feast to his uncle.,,WORD_ALIGNED
a37,Me mari hinematamonane me tafe siwa kanebonaha.,me	mari	hi-	na	-himata	-mona	-ne	me	tafe	siwa	ka-	na	-hibona	-ha,3PL.S	offer_a_feast_to	OC-	AUX	-FP.N.M	-REP.M	-BKG.M	3PL.POSS	food.F	play	COMIT-	AUX	-INT.M	-DUP,They gave him a feast. He ate all their food.,,WORD_ALIGNED
a38,E tamara nabati totoka tera e nafira e nafiharo.,ee	tama	-ra	nabati	to-	to-	ka	tee	-ra	ee	nafi	-ra	ee	nafi	-haaro,1IN.S	be_many	-NEG	stomach	DUP-	away-	go	HAB	-NEG.F	1IN.S	be_big	-NEG.F	1IN.S	be_big	-IP.E.F,One person normally doesn't have such a big stomach.,,WORD_ALIGNED
a39,"Faya aba me me kawarikima me ha hine, Abise abise.",faya	aba	me	me	ka-	waa	-ri	-kima	me	haa	hi-	ne	abise	abise,so	fish(M)	3PL.O	3PL.S	COMIT-	cook	-raised_surface	-two.F	3PL.S	call	OC-	AUX.M	uncle(M)	uncle(M),"They cooked two pots of fish. They called him. ""Uncle, uncle.""",,WORD_ALIGNED
a40,Hiii ati nematamonane.,ati	na	-himata	-mona	-ne,say	AUX	-FP.N.M	-REP.M	-BKG.M,"""Yes?"" he said.",,WORD_ALIGNED
a41,Abise aba tikabebonaha.,abise	aba	ti-	kaba	-hibona	-ha,uncle(M)	fish(M)	2SG.S-	eat	-INT.M	-DUP,"""Uncle, fish for you to eat.""",,WORD_ALIGNED
a42,Aba tikabebona homa hari.,aba	ti-	kaba	-hibona	homa	haari,fish(M)	2SG.S-	eat	-INT.M	lie_on_ground.CONT.M	that_one.M,"""There is fish for you to eat on a leaf there.""",,WORD_ALIGNED
a43,"Ee, hiwa homa fahi.",ee	hiwa	homa	fahi,yes	only.M	lie_on_ground.CONT.M	there,"""Right, let it lie there.""",,WORD_ALIGNED
a44,Aawa oba.,a-	awa	o-	-ba,DUP-	see	1SG.S-	-FUT,"""I will take a look at it.""",,WORD_ALIGNED
a45,"Faya aba me, aba me me sawa hina me, aba me kabi oharibanoho, tesene watarari.",faya	aba	me	aba	me	me	sawa	hi-	na	me	aba	me	kabi	ohari	-hiba	-no	-ho	tesene	wata	-ra	-haari,so	fish(M)	3PL	fish(M)	3PL.O	3PL.S	serve	OC-	AUX.F	3PL.O	fish(M)	3PL.O	eat.NFIN	be_alone	-FUT.M	-IP.N.M	-DUP	companion.M	exist	-NEG	-IP.E.M,They served the fish. He ate the fish all by himself. He didn't have any companion.,,WORD_ALIGNED
a46,"Aba me kabe sari fawawaha, Yiwa yoro naro fa.",aba	me	kabe	sahari	fawa	-waha	yiwa	yoro	na	-haaro	faa,fish(M)	3PL.O	eat.M	broth	drink	-change.LIST	pot(F)	stand	AUX	-look.F	that,"He ate the fish. He drank the broth, too. ""There are the two empty pots.""",,WORD_ALIGNED
a47,Okomi.,o-	to-	ka	-mi,1SG.S-	away-	go	-back.NOM.F,"""I'm going home.""",,WORD_ALIGNED
a48,Hinaka aba me tone tokahomakosakani ahi.,hinaka	aba	me	tone	to-	ka-	homa	-kosa	-kani	ahi,3SG.POSS	fish(M)	3PL.POSS	bone	CH-	COMIT-	lie_on_ground	-middle	-(?).F	then,There was a pile of bones from his fish on the leaf.,,WORD_ALIGNED
a49,Tokomakane ahi.,to-	ka	-ma	-kane	ahi,away-	go	-back	-(?).M	then,He went home.,,WORD_ALIGNED
a50,"Tokome, towinamakane ahi.",to-	ka	-me	to-	wina	-ma	-kane	ahi,away-	go	-back.M	away-	lie_in_hammock	-back	-(?).M	then,He went home and lay in his hammock.,,WORD_ALIGNED
a51,Otamara owa te mari na te.,o-	tama	-ra	owa	tee	mari	na	tee,1SG.S-	be_many	-NEG.F	1SG.O	2PL.S	offer_a_feast_to	AUX.F	2PL.S,"""You made a feast for me by myself.""",,WORD_ALIGNED
a52,Owa nima te nibe.,owa	ni	-ma	tee	na	-be,1SG	AUX.NOM	-like	2PL.S	AUX	-IMMED.F,"""Now I will do the same for you.""",,WORD_ALIGNED
a53,Owa nima te naba te.,owa	ni	-ma	tee	na	-haba	tee,1SG	AUX.NOM	-like	2PL.S	AUX	-FUT.F	2PL.S,"""You will be just like me.""",,WORD_ALIGNED
a54,Otamara owa te katoma te.,o-	tama	-ra	owa	tee	katoma	tee,1SG.S-	be_many	-NEG.F	1SG	2PL.S	attack.F	2PL.S,"""You attacked me when I was alone.""",,WORD_ALIGNED
a55,Tokomakane ahi.,to-	ka	-ma	-kane	ahi,away-	go	-back	-(?).M	then,He went home.,,WORD_ALIGNED
a56,"Towiname, me towakatasa me nowati ya nakarifa tonake, nakarifa tonake nakarifa kakame yama ware, nakarifa ware, hisiri ya one kawitare hikawarikimamake, aba me me tisa na me kamemetemoneni.",to-	wina	-me	me	to-	ka-	ka	-tasa	me	nowati	ya	nakarifa	to-	na-	ke	nakarifa	to-	na-	ke	nakarifa	ka-	ka	-me	yama	waa	-re	nakarifa	waa	-re	hisiri	ya	one	ka-	ita	-re	hi-	ka-	waa	-ri	-kima	-make	aba	me	me	tisa	na	me	ka	-ma	-hemete	-mone	-ni,away-	lie_in_hammock	-back.M	3PL.S	away-	COMIT-	go	-again.F	3PL.POSS	after	ADJU	taro.sp(F)	away-	CAUS-	go.M	taro.sp(F)	away-	CAUS-	go.M	taro.sp(F)	COMIT-	come	-back.M	thing(F)	cook	-raised_surface	taro.sp(F)	cook	-raised_surface	basket(F)	ADJU	other.F	COMIT-	sit	-raised_surface	OC-	COMIT-	cook	-raised_surface	-two	-following	fish(M)	3PL.O	3PL.S	shoot_with_arrow	AUX.F	3PL.S	come	-back	-FP.N.F	-REP.F	-BKG.F,"He went home and lay in his hammock. The two of them went out into the forest again. After they left, he went and got nakarifa taro in the garden. He brought back the taro, and cooked it. After he cooked the taro, he put it in a basket. He cooked some more. They speared fish, and came back.",,WORD_ALIGNED
a57,"Me kakama me, me ka yibote me katomamarawabani mati.",me	ka-	ka	-ma	me	me	ka	yibote	me	katoma	-ma	-rawa	-haba	-ni	mati,3PL.S	COMIT-	come	-back.F	3PL.S	3PL	POSS	wife(F)	3PL.S	attack	-back	-FPL	-FUT.F	-IP.N.F	3PL.S,They came back. They were angry with their wives.,,WORD_ALIGNED
a58,"Yamata me wawasi nofa me ya ota tataba tohine, ota fimirimakoni.",yamata	me	wa-	wasi	nofa	me	ya	otaa	ta-	taba	to-	ha	-ne	otaa	fimi	-ra	-makoni,food(F)	3PL.S	DUP-	cook	recently.F	3PL	ADJU	1EX.S	DUP-	be_together	CH-	AUX	-CONT.F	1EX.S	be_hungry	-NEG	-for_this_reason.F,"""We are with women who don't prepare food, we are hungry.""",,WORD_ALIGNED
a59,Ota ni yamata me wawasi nofara me ama me ati nemetemoneni.,otaa	ni	yamata	me	wa-	wasi	nofa	-ra	me	ama	me	ati	na	-hemete	-mone	-ni,1EX	to	food(F)	3PL.S	DUP-	cook	recently	-NEG.F	3PL.S	SEC	3PL.S	say	AUX	-FP.N.F	-REP.F	-BKG.F,"""They don't prepare food for us,"" they said.",,WORD_ALIGNED
a60,Yama te kakatomahi.,yama	tee	ka-	katoma	-hi,thing(F)	2PL.S	COMIT-	look_at	-IMP.F,"""Wait a little.""",,WORD_ALIGNED
a61,Te ka abise tera wati kane teni ati nemetemoneni.,tee	ka	abise	tera	wati	ka-	ne	tee	-ni	ati	na	-hemete	-mone	-ni,2PL	POSS	uncle(M)	2PL.O	plan_against	COMIT-	AUX.M	2PL.O	-BKG.F	say	AUX	-FP.N.F	-REP.F	-BKG.F,"""Your uncle is planning something for you,"" she said.",,WORD_ALIGNED
a62,Yama te kababone yoro karine ha.,yama	tee	kaba	-habone	yoro	ka-	-ri	-ne	haa,thing(F)	2PL.S	eat	-INT.F	stand	COMIT-	-raised_surface	-CONT.F	DEM,"""There are two pots of food for you to eat there.""",,WORD_ALIGNED
a63,Te ka yibote te katomarawarima na.,tee	ka	yibote	tee	katoma	-rawa	-rima	na,2PL	POSS	wife(F)	2PL.S	attack	-FPL	-NEG.IMP.F	AUX,"""Don't criticize your wives.""",,WORD_ALIGNED
a64,Yamata yoro karine haro ati nematamonane.,yamata	yoro	ka-	-ri	-ne	haaro	ati	na	-himata	-mona	-ne,food(F)	stand	COMIT-	-raised_surface	-CONT.F	that_one.F	say	AUX	-FP.N.M	-REP.M	-BKG.M,"""There are two pots of food there,"" he said.",,WORD_ALIGNED
a65,Otamara owa te mari na te.,o-	tama	-ra	owa	tee	mari	na	tee,1SG.S-	be_many	-NEG.F	1SG.O	2PL.S	offer_a_feast_to	AUX.F	2PL.S,"""You gave me a feast when I was alone.""",,WORD_ALIGNED
a66,Owa owa owa nima te nahi.,owa	owa	owa	ni	-ma	tee	na	-hi,1SG	1SG	1SG	AUX.NOM	-like	2PL.S	AUX	-IMP.F,"""Now I have done the same to you.""",,WORD_ALIGNED
a67,Te tonafiyohi.,tee	to-	na-	fiyo	-hi,2PL.S	CH-	CAUS-	be_all_gone	-IMP.F,"""Eat it all.""",,WORD_ALIGNED
a68,"Faya, nakarifa me, nakarifa me kabemetemone.",faya	nakarifa	me	nakarifa	me	kaba	-hemete	-mone,so	taro.sp(F)	3PL	taro.sp(F)	3PL.S	eat	-FP.N.F	-REP.F,So they ate the taro.,,WORD_ALIGNED
a69,Nakarifa me kaba me akarikimemetemone me ama fahi.,nakarifa	me	kaba	me	akara	-kima	-hemete	-mone	me	ama	fahi,taro.sp(F)	3PL.S	eat.F	3PL.S	be_satiated	-two	-FP.N.F	-REP.F	3PL.S	SEC	then,"They ate the taro, and they were full.",,WORD_ALIGNED
a70,Me nabati tokaremetemoneke fa mati fe me mari na mati.,me	nabati	to-	ka	-ra	-hemete	-mone	-ke	faa	mati	fee	me	mari	na	mati,3PL.POSS	stomach	away-	go	-NEG	-FP.N.F	-REP.F	-DECL.F	that	3PL	3SG.O	3PL.S	offer_a_feast_to	AUX.F	3PL.S,"Their stomachs didn't stretch, the ones who had given a feast to him.",,WORD_ALIGNED
a71,Abise ota akarini.,abise	otaa	akara	-ni,uncle(M)	1EX.S	be_satiated	-BKG.F,"""Uncle, we are full.""",,WORD_ALIGNED
a72,Nakarifa hasi nini.,nakarifa	hasi	na	-ni,taro.sp(F)	be_left	AUX	-BKG.F,"""There is taro left over.""",,WORD_ALIGNED
a73,Te kabamakebanani.,tee	kaba	-maki	-habana	-ni,2PL.S	eat	-following	-FUT.F	-BKG.F,"""You can eat more later.""",,WORD_ALIGNED
a74,Te yoro kare mata.,tee	yoro	ka-	-re	mata,2PL.S	put_in_place	COMIT-	-raised_surface	for_now,"""Leave the two pots of food there for now.""",,WORD_ALIGNED
a75,Nakarifa me yoro hikanare me hikabamakitasemetemone fare ati nima.,nakarifa	me	yoro	hi-	ka-	na	-re	me	hi-	kaba	-maki	-tasa	-hemete	-mone	fare	ati	ni	-ma,taro.sp(F)	3PL.S	put_in_place	OC-	COMIT-	AUX	-raised_surface	3PL.S	OC-	eat	-following	-again	-FP.N.F	-REP.F	same.M	voice	AUX.NOM	-like,"They left the two pots of taro, and they ate more later, just as he had said.",,WORD_ALIGNED
a76,"Nakarifa me hikaba, me sa hinakosemetemone.",nakarifa	me	hi-	kaba	me	saa	hi-	na	-kosa	-hemete	-mone,taro.sp(F)	3PL.S	OC-	eat.F	3PL.S	leave_off	OC-	AUX	-middle	-FP.N.F	-REP.F,"They ate some taro, and left some.",,WORD_ALIGNED
a77,"Faya me, fa me ki na me, Maiko fati fame toke, tokatase, faya tokatasematamonane, tokatase fati famahari.",faya	me	faha	me	kii	na	me	Maiko	fati	fame	to-	ke	to-	ka	-tase	faya	to-	ka	-tasa	-himata	-mona	-ne	to-	ka	-tase	fati	fama	-haari,so	3PL	water(F)	3PL.S	look_at	AUX.F	3PL.S	Maiko(M)	3SG.POSS.wife(F)	be_with.M	away-	go.M	away-	go	-again.M	so	away-	go	-again	-FP.N.M	-REP.M	-BKG.M	away-	go	-again.M	3SG.POSS.wife(F)	be_with	-IP.E.M,They went fishing. Maiko went into the forest with his wife.,,WORD_ALIGNED
a78,E fama.,ee	fama,1IN.S	be_two,"""Let's go together.""",,WORD_ALIGNED
a79,"Aba me, fa koro obe.",aba	me	faha	koro	o-	-be,fish(M)	3PL	water(F)	throw_something_on	1SG.S-	-IMMED.F,"""I'm going to fish.""",,WORD_ALIGNED
a80,Owa tekatomibe.,owa	ti-	ka-	katoma	-be,1SG.O	2SG.S-	COMIT-	look_at	-IMMED.F,"""You watch me.""",,WORD_ALIGNED
a81,Faya me towakemetemoneheni.,faya	me	to-	ka-	ka	-hemete	-mone	-he	-ni,so	3PL.S	away-	COMIT-	go	-FP.N.F	-REP.F	-DUP	-BKG.F,So they went.,,WORD_ALIGNED
a82,"Me towaka me, Maiko fa koro ne wematamona amaka.",me	to-	ka-	ka	me	Maiko	faha	koro	ne	waa	-himata	-mona	ama	-ka,3PL.S	away-	COMIT-	go.F	3PL.S	Maiko(M)	water(F)	throw_something_on	AUX.M	stand	-FP.N.M	-REP.M	SEC	-DECL.M,"The two of them went. Maiko was standing, fishing.",,WORD_ALIGNED
a83,"We, fati ati yana nemetemonehe.",wee	fati	ati	yana	na	-hemete	-mone	-he,stand.M	3SG.POSS.wife(F)	voice	start	AUX	-FP.N.F	-REP.F	-DUP,"He was standing there, and his wife spoke.",,WORD_ALIGNED
a84,Maiko Maiko.,Maiko	Maiko,Maiko(M)	Maiko(M),"""Maiko, Maiko.""",,WORD_ALIGNED
a85,Haa; ati nematamonaka.,haa	ati	na	-himata	-mona	-ka,huh?	say	AUX	-FP.N.M	-REP.M	-DECL.M,"""What?"" he said.",,WORD_ALIGNED
a86,Maiko mi nima oni ati nemetemonehe.,Maiko	mii	nima	o-	-ni	ati	na	-hemete	-mone	-he,Maiko(M)	defecate	want	1SG.S-	-BKG.F	say	AUX	-FP.N.F	-REP.F	-DUP,"""Maiko, I need to defecate,"" she said.",,WORD_ALIGNED
a87,Mi tiwiti.,mii	ti-	-witi,defecate	2SG.S-	-out,"""Go and defecate.""",,WORD_ALIGNED
a88,Fa koro osa o.,faha	koro	o-	-saa	o,water(F)	throw	1SG.S-	-still	1SG.S,"""I am continuing to fish.""",,WORD_ALIGNED
a89,Aba me tisa nematamonahane.,aba	me	tisa	na	-himata	-mona	-ha	-ne,fish(M)	3PL.O	shoot_with_arrow	AUX	-FP.N.M	-REP.M	-DUP	-BKG.M,He speared fish.,,WORD_ALIGNED
a90,"Aba me tisa ne, fati mi nabone toka maka towasiwitiemetemoneke, makanoho ehene kawenoho.",aba	me	tisa	ne	fati	mii	na	-habone	to-	ka	maka	to-	wasi	-witi	-hemete	-mone	-ke	maka	-no	-ho	ehene	ka-	waa	-hino	-ho,fish(M)	3PL.O	shoot_with_arrow	AUX.M	3SG.POSS.wife(F)	defecate	AUX	-INT.F	away-	go.F	monster(M)	away-	find	-out	-FP.N.F	-REP.F	-DECL.F	monster(M)	-IP.N.M	-DUP	victim_of.M	COMIT-	stand	-IP.N.M	-DUP,He was spearing fish. His wife went to defecate. She came upon the monster. She was standing with the kill of the monster without knowing it.,,WORD_ALIGNED
a91,Maka yana ne tokematamona amane ahi.,maka	yana	ne	to-	ka	-himata	-mona	ama	-ne	ahi,monster(M)	start	AUX.M	away-	go	-FP.N.M	-REP.M	SEC	-BKG.M	then,The monster flew away.,,WORD_ALIGNED
a92,"Bato abowi home abowi kakatoma mi towitia kama, Maiko, Maiko bani bani abeno home ahi ati nemetemonehe.",bato	abohi	home	abohi	ka-	katoma	mii	to-	-witia	ka	-ma	Maiko	Maiko	bani	bani	ahaba	-hino	home	ahi	ati	na	-hemete	-mone	-he,deer(M)	dead_body	lie_on_ground.M	dead_body	COMIT-	look_at.F	defecate	away-	-out.F	come	-back.F	Maiko(M)	Maiko(M)	animal(M)	animal(M)	die	-IP.N.M	lie_on_ground.NOM.M	there	say	AUX	-FP.N.F	-REP.F	-DUP,"There was a dead deer on the ground, and she looked at it. She defecated and then came back. ""Maiko, Maiko, there is a dead animal there on the ground,"" she said.",,WORD_ALIGNED
a93,Himata bani amara?,himata	bani	ama	-ra,what?	animal(M)	be	-CQ.M,"""What animal is it?""",,WORD_ALIGNED
a94,Bato amane.,bato	ama	-ne,deer(M)	be	-BKG.M,"""It's a deer.""",,WORD_ALIGNED
a95,Bato mawa amane ati nemetemonehe.,bato_mawa	ama	-ne	ati	na	-hemete	-mone	-he,deer.sp(M)	be	-BKG.M	say	AUX	-FP.N.F	-REP.F	-DUP,"""It's a bato mawa deer,"" she said.",,WORD_ALIGNED
a96,Bato mawa home ahi.,bato_mawa	home	ahi,deer.sp(M)	lie_on_ground.NOM.M	there,"""There is a bato mawa deer on the ground there.""",,WORD_ALIGNED
a97,Hiba aawa oba.,hiba	a-	awa	o-	-ba,wait	DUP-	see	1SG.S-	-FUT,"""Wait, I will take a look at it.""",,WORD_ALIGNED
